occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship
,"Harpalus modestus","Harpalus modestus Dejean, 1829","6097911","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus","Harpalus modestus","Harpalus modestus","Dejean, 1829"
,"Harpalus neglectus","Harpalus neglectus Audinet-Serville, 1821","6097927","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus","Harpalus neglectus","Harpalus neglectus","Audinet-Serville, 1821"
,"Harpalus puncticollis","Carabidae","3792","HIGHERRANK","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae",,,"Carabidae",
,"Harpalus quadripunctatus","Harpalus quadripunctatus Dejean, 1829","7432232","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus","Harpalus laevipes","Harpalus quadripunctatus","Dejean, 1829"
,"Harpalus serripes","Harpalus serripes (Quensel, 1806)","8378220","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus","Harpalus serripes","Harpalus serripes","(Quensel, 1806) "
,"Harpalus smaragdinus","Harpalus smaragdinus (Duftschmid, 1812)","6097923","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus","Harpalus smaragdinus","Harpalus smaragdinus","(Duftschmid, 1812) "
,"Harpalus vernalis","Harpalus vernalis (Duftschmid, 1812)","6453884","EXACT","97","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus","Harpalus pumilus","Harpalus vernalis","(Duftschmid, 1812) "
,"Leistus spinibarbis","Leistus spinibarbis (Fabricius, 1775)","4473903","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Leistus","Leistus spinibarbis","Leistus spinibarbis","(Fabricius, 1775) "
,"Molops piceus","Molops piceus (Panzer, 1793)","5754640","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Molops","Molops piceus","Molops piceus","(Panzer, 1793) "
,"Agonum piceum","Agonum piceum (Linnaeus, 1758)","9206709","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Agonum","Agonum piceum","Agonum piceum","(Linnaeus, 1758) "
,"Olisthopus rotundatus","Olisthopus rotundatus (Paykull, 1790)","4473974","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Olisthopus","Olisthopus rotundatus","Olisthopus rotundatus","(Paykull, 1790) "
,"Agonum scitulum","Agonum scitulum Dejean, 1828","5755081","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Agonum","Agonum scitulum","Agonum scitulum","Dejean, 1828"
,"Parophonus maculicornis","Parophonus maculicornis (Duftschmid, 1812)","4475074","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Parophonus","Parophonus maculicornis","Parophonus maculicornis","(Duftschmid, 1812) "
,"Perileptus areolatus","Perileptus areolatus (Creutzer, 1799)","5872219","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Perileptus","Perileptus areolatus","Perileptus areolatus","(Creutzer, 1799) "
,"Pogonus littoralis","Pogonus littoralis (Duftschmid, 1812)","5716411","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pogonus","Pogonus littoralis","Pogonus littoralis","(Duftschmid, 1812) "
,"Agonum versutum","Agonum versutum Sturm, 1824","5755066","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Agonum","Agonum versutum","Agonum versutum","Sturm, 1824"
,"Stenolophus skrimshiranus","Stenolophus skrimshiranus Stephens, 1828","5755954","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Stenolophus","Stenolophus skrimshiranus","Stenolophus skrimshiranus","Stephens, 1828"
,"Tachys bistriatus","Tachys bistriatus (Duftschmid, 1812)","9792543","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Tachys","Tachys bistriatus","Tachys bistriatus","(Duftschmid, 1812) "
,"Tachys bisulcatus","Tachys bisulcatus (Nicolai, 1822)","7607249","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Porotachys","Porotachys bisulcatus","Tachys bisulcatus","(Nicolai, 1822) "
,"Zabrus tenebrioides","Zabrus tenebrioides (Goeze, 1777)","4473277","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Zabrus","Zabrus tenebrioides","Zabrus tenebrioides","(Goeze, 1777) "
,"Amara convexior","Amara convexior Stephens, 1828","4472897","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara convexior","Amara convexior","Stephens, 1828"
,"Acupalpus brunnipes","Acupalpus brunnipes (Sturm, 1825)","4475685","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Acupalpus","Acupalpus brunnipes","Acupalpus brunnipes","(Sturm, 1825) "
,"Amara eurynota","Amara eurynota (Panzer, 1796)","4472858","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara eurynota","Amara eurynota","(Panzer, 1796) "
,"Amara kulti","Amara kulti Fassati, 1947","4472818","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara kulti","Amara kulti","Fassati, 1947"
,"Amara montivaga","Amara montivaga Sturm, 1825","4472906","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara montivaga","Amara montivaga","Sturm, 1825"
,"Amara municipalis","Amara municipalis (Duftschmid, 1812)","4473107","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara municipalis","Amara municipalis","(Duftschmid, 1812) "
,"Amara quenseli","Amara quenseli (Schönherr, 1806)","1035239","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara quenseli","Amara quenseli","(Schönherr, 1806) "
,"Amara tricuspidata","Amara tricuspidata Dejean, 1831","4472814","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara tricuspidata","Amara tricuspidata","Dejean, 1831"
,"Anisodactylus nemorivagus","Anisodactylus nemorivagus (Duftschmid, 1812)","4474998","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Anisodactylus","Anisodactylus nemorivagus","Anisodactylus nemorivagus","(Duftschmid, 1812) "
,"Asaphidion pallipes","Asaphidion pallipes (Duftschmid, 1812)","4478695","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Asaphidion","Asaphidion pallipes","Asaphidion pallipes","(Duftschmid, 1812) "
,"Bembidion decorum","Bembidion decorum (Panzer, 1799)","5872129","EXACT","98","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Bembidion","Bembidion decorum","Bembidion decorum","(Panzer, 1799) "
,"Achalcus bimaculatus","Achalcus bimaculatus Pollet, 1996","1605813","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Achalcus","Achalcus bimaculatus","Achalcus bimaculatus","Pollet, 1996"
,"Hercostomus gracilis","Hercostomus gracilis (Stannius, 1831)","1602437","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Hercostomus","Hercostomus gracilis","Hercostomus gracilis","(Stannius, 1831) "
,"Hercostomus nigripennis","Hercostomus nigripennis (Fallén, 1823)","1602155","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Hercostomus","Hercostomus nigripennis","Hercostomus nigripennis","(Fallén, 1823) "
,"Hercostomus rusticus","Hercostomus rusticus (Meigen, 1824)","1602421","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Hercostomus","Hercostomus rusticus","Hercostomus rusticus","(Meigen, 1824) "
,"Hydrophorus albiceps","Hydrophorus albiceps Frey, 1915","5084497","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Hydrophorus","Hydrophorus albiceps","Hydrophorus albiceps","Frey, 1915"
,"Hydrophorus oceanus","Hydrophorus oceanus (Macquart, 1838)","5084484","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Hydrophorus","Hydrophorus oceanus","Hydrophorus oceanus","(Macquart, 1838) "
,"Machaerium maritimae","Machaerium maritimae Haliday, 1832","5084033","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Machaerium","Machaerium maritimae","Machaerium maritimae","Haliday, 1832"
,"Argyra grata","Argyra grata Loew, 1857","1606940","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Argyra","Argyra grata","Argyra grata","Loew, 1857"
,"Muscidideicus praetextatus","Muscidideicus praetextatus (Haliday, 1855)","1605696","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Muscidideicus","Muscidideicus praetextatus","Muscidideicus praetextatus","(Haliday, 1855) "
,"Nematoproctus distendens","Nematoproctus distendens (Meigen, 1824)","1608050","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Nematoproctus","Nematoproctus distendens","Nematoproctus distendens","(Meigen, 1824) "
,"Poecilobothrus principalis","Poecilobothrus principalis (Loew, 1861)","4518094","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Poecilobothrus","Poecilobothrus fumipennis","Poecilobothrus principalis","(Loew, 1861) "
,"Rhaphium bilamellatum","Rhaphium bilamellatum (Becker, 1918)","6098561","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Rhaphium","Rhaphium fissum","Rhaphium bilamellatum","(Becker, 1918) "
,"Rhaphium brevicorne","Rhaphium brevicorne Curtis, 1835","10913740","EXACT","98","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Rhaphium","Rhaphium brevicorne","Rhaphium brevicorne","Curtis, 1835"
,"Rhaphium commune","Rhaphium commune (Meigen, 1824)","5083365","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Rhaphium","Rhaphium commune","Rhaphium commune","(Meigen, 1824) "
,"Rhaphium consobrinum","Rhaphium consobrinum Zetterstedt, 1843","5083297","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Rhaphium","Rhaphium discolor","Rhaphium consobrinum","Zetterstedt, 1843"
,"Rhaphium monotrichum","Rhaphium monotrichum Loew, 1850","5083528","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Rhaphium","Rhaphium monotrichum","Rhaphium monotrichum","Loew, 1850"
,"Sciapus laetus","Sciapus laetus (Meigen, 1838)","1603681","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Sciapus","Sciapus laetus","Sciapus laetus","(Meigen, 1838) "
,"Sciapus longulus","Sciapus longulus (Fallén, 1823)","1603622","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Sciapus","Sciapus longulus","Sciapus longulus","(Fallén, 1823) "
,"Sciapus maritimus","Sciapus maritimus Becker, 1918","1603601","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Sciapus","Sciapus maritimus","Sciapus maritimus","Becker, 1918"
,"Syntormon aulicum","Syntormon aulicus (Meigen, 1824)","1603938","FUZZY","96","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Syntormon","Syntormon aulicus","Syntormon aulicus","(Meigen, 1824) "
,"Syntormon filiger","Syntormon filiger Verrall, 1912","1603976","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Syntormon","Syntormon filiger","Syntormon filiger","Verrall, 1912"
,"Syntormon fuscipes","Syntormon fuscipes (Roser, 1840)","1603992","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Syntormon","Syntormon fuscipes","Syntormon fuscipes","(Roser, 1840) "
,"Tachytrechus insignis","Tachytrechus insignis (Stannius, 1831)","1609995","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Tachytrechus","Tachytrechus insignis","Tachytrechus insignis","(Stannius, 1831) "
,"Thinophilus flavipalpis","Thinophilus flavipalpis (Zetterstedt, 1843)","1606381","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Thinophilus","Thinophilus flavipalpis","Thinophilus flavipalpis","(Zetterstedt, 1843) "
,"Thinophilus ruficornis","Thinophilus ruficornis (Haliday, 1838)","1606338","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Thinophilus","Thinophilus ruficornis","Thinophilus ruficornis","(Haliday, 1838) "
,"Chrysotus cupreus","Chrysotus cupreus Macquart, 1828","1605903","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Chrysotus","Chrysotus cupreus","Chrysotus cupreus","Macquart, 1828"
,"Chrysotus laesus","Chrysotus laesus (Wiedemann, 1817)","1606044","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Chrysotus","Chrysotus laesus","Chrysotus laesus","(Wiedemann, 1817) "
,"Chrysotus monochaetus","Chrysotus monochaetus Kowarz, 1875","1605911","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Chrysotus","Chrysotus monochaetus","Chrysotus monochaetus","Kowarz, 1875"
,"Chrysotus obscuripes","Chrysotus obscuripes Zetterstedt, 1838","1606136","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Chrysotus","Chrysotus obscuripes","Chrysotus obscuripes","Zetterstedt, 1838"
,"Diaphorus oculatus","Diaphorus oculatus (Fallén, 1823)","1607679","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Diaphorus","Diaphorus oculatus","Diaphorus oculatus","(Fallén, 1823) "
,"Dolichopus acuticornis","Dolichopus acuticornis Wiedemann, 1817","1605004","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Dolichopus","Dolichopus acuticornis","Dolichopus acuticornis","Wiedemann, 1817"
,"Dolichopus clavipes","Dolichopus clavipes Haliday, 1832","1605556","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Dolichopus","Dolichopus clavipes","Dolichopus clavipes","Haliday, 1832"
,"Dolichopus latipennis","Dolichopus latipennis Fallén, 1823","1605683","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Dolichopus","Dolichopus latipennis","Dolichopus latipennis","Fallén, 1823"
,"Dolichopus longitarsis","Dolichopus longitarsis Stannius, 1831","1605117","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Dolichopus","Dolichopus longitarsis","Dolichopus longitarsis","Stannius, 1831"
,"Dolichopus migrans","Dolichopus migrans Zetterstedt, 1843","1605362","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Dolichopus","Dolichopus migrans","Dolichopus migrans","Zetterstedt, 1843"
,"Dolichopus notatus","Dolichopus notatus Staeger, 1842","1605635","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Dolichopus","Dolichopus notatus","Dolichopus notatus","Staeger, 1842"
,"Dolichopus planitarsis","Dolichopus planitarsis Fallén, 1823","1605324","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Dolichopus","Dolichopus planitarsis","Dolichopus planitarsis","Fallén, 1823"
,"Aphrosylus ferox","Aphrosylus ferox Haliday, 1851","1609151","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Aphrosylus","Aphrosylus ferox","Aphrosylus ferox","Haliday, 1851"
,"Dolichopus sabinus","Dolichopus sabinus Haliday, 1838","1605036","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Dolichopus","Dolichopus sabinus","Dolichopus sabinus","Haliday, 1838"
,"Dolichopus strigipes","Dolichopus strigipes Verrall, 1875","1605100","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Dolichopus","Dolichopus strigipes","Dolichopus strigipes","Verrall, 1875"
,"Calopteryx virgo","Calopteryx virgo Linnaeus, 1758","1427037","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Calopterygidae","Calopteryx","Calopteryx virgo","Calopteryx virgo","Linnaeus, 1758"
,"Coenagrion hastulatum","Coenagrion hastulatum Charpentier, 1825","1422001","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Coenagrion","Coenagrion hastulatum","Coenagrion hastulatum","Charpentier, 1825"
,"Coenagrion lunulatum","Coenagrion lunulatum Charpentier, 1840","1422025","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Coenagrion","Coenagrion lunulatum","Coenagrion lunulatum","Charpentier, 1840"
,"Coenagrion pulchellum","Coenagrion pulchellum Vander Linden, 1825","1421980","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Coenagrion","Coenagrion pulchellum","Coenagrion pulchellum","Vander Linden, 1825"
,"Cordulegaster boltonii","Cordulegaster boltonii Donovan, 1807","1421161","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster","Cordulegaster boltonii","Cordulegaster boltonii","Donovan, 1807"
,"Cordulia aenea","Cordulia aenea Linnaeus, 1758","1429717","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Corduliidae","Cordulia","Cordulia aenea","Cordulia aenea","Linnaeus, 1758"
,"Erythromma najas","Erythromma najas Hansemann, 1823","1423018","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Erythromma","Erythromma najas","Erythromma najas","Hansemann, 1823"
,"Gomphus vulgatissimus","Gomphus vulgatissimus Linnaeus, 1758","5051951","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Gomphus","Gomphus vulgatissimus","Gomphus vulgatissimus","Linnaeus, 1758"
,"Ischnura pumilio","Ischnura pumilio Charpentier, 1825","1423317","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura","Ischnura pumilio","Ischnura pumilio","Charpentier, 1825"
,"Aeshna isoceles","Aeshna isoceles (Müller, 1767)","4513948","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","Aeshna isoceles","Aeshna isoceles","(Müller, 1767) "
,"Lestes dryas","Lestes dryas Kirby, 1890","1424045","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Lestidae","Lestes","Lestes dryas","Lestes dryas","Kirby, 1890"
,"Leucorrhinia dubia","Leucorrhinia dubia Vander Linden, 1825","1429207","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Leucorrhinia","Leucorrhinia dubia","Leucorrhinia dubia","Vander Linden, 1825"
,"Leucorrhinia rubicunda","Leucorrhinia rubicunda Linnaeus, 1758","1429173","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Leucorrhinia","Leucorrhinia rubicunda","Leucorrhinia rubicunda","Linnaeus, 1758"
,"Libellula fulva","Libellula fulva Müller, 1764","1427936","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Libellula","Libellula fulva","Libellula fulva","Müller, 1764"
,"Orthetrum coerulescens","Orthetrum coerulescens Fabricius, 1798","1428583","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum coerulescens","Orthetrum coerulescens","Fabricius, 1798"
,"Somatochlora arctica","Somatochlora arctica Zetterstedt, 1840","1429997","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Corduliidae","Somatochlora","Somatochlora arctica","Somatochlora arctica","Zetterstedt, 1840"
,"Somatochlora flavomaculata","Somatochlora flavomaculata Vander Linden, 1825","1429969","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Corduliidae","Somatochlora","Somatochlora flavomaculata","Somatochlora flavomaculata","Vander Linden, 1825"
,"Somatochlora metallica","Somatochlora metallica Vander Linden, 1825","7845669","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Corduliidae","Somatochlora","Somatochlora metallica","Somatochlora metallica","Vander Linden, 1825"
,"Sympecma fusca","Sympecma fusca Vander Linden, 1820","1424207","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Lestidae","Sympecma","Sympecma fusca","Sympecma fusca","Vander Linden, 1820"
,"Brachytron pratense","Brachytron pratense Müller, 1764","1425146","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Brachytron","Brachytron pratense","Brachytron pratense","Müller, 1764"
,"Chelifera precatoria","Chelifera precatoria (Fallén, 1816)","1584569","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Empididae","Chelifera","Chelifera precatoria","Chelifera precatoria","(Fallén, 1816) "
,"Hilara lurida","Hilara lurida (Fallén, 1816)","5079613","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Empididae","Hilara","Hilara lurida","Hilara lurida","(Fallén, 1816) "
,"Hilara pilosa","Hilara pilosa Zetterstedt, 1842","5079629","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Empididae","Hilara","Hilara pilosa","Hilara pilosa","Zetterstedt, 1842"
,"Hilara sturmii","Hilara sturmii Meigen, 1822","5079546","EXACT","98","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Empididae","Hilara","Hilara sturmii","Hilara sturmii","Meigen, 1822"
,"Hybos femoratus","Hybos femoratus (Müller, 1776)","1458763","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Hybotidae","Hybos","Hybos femoratus","Hybos femoratus","(Müller, 1776) "
,"Hybos grossipes","Hybos grossipes (Linnaeus, 1767)","1458751","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Hybotidae","Hybos","Hybos grossipes","Hybos grossipes","(Linnaeus, 1767) "
,"Microphor crassipes","Microphor crassipes Macquart, 1828","1609725","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Microphor","Microphor crassipes","Microphor crassipes","Macquart, 1828"
,"Chersodromia cursitans","Chersodromia cursitans (Zetterstedt, 1819)","1459039","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Hybotidae","Chersodromia","Chersodromia cursitans","Chersodromia cursitans","(Zetterstedt, 1819) "
,"Platypalpus excisus","Platypalpus excisus (Becker, 1907)","4514767","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Hybotidae","Platypalpus","Platypalpus excavatus","Platypalpus excisus","(Becker, 1907) "
,"Chersodromia incana","Chersodromia incana Walker, 1852","4514753","EXACT","98","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Hybotidae","Chersodromia","Chersodromia incana","Chersodromia incana","Walker, 1852"
,"Platypalpus praecinctus","Platypalpus praecinctus (Collin, 1926)","1457858","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Hybotidae","Platypalpus","Platypalpus praecinctus","Platypalpus praecinctus","(Collin, 1926) "
,"Platypalpus rapidus","Platypalpus rapidus (Meigen, 1822)","1457630","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Hybotidae","Platypalpus","Platypalpus rapidus","Platypalpus rapidus","(Meigen, 1822) "
