occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship
,"Suillus placidus","Suillus placidus (Bonord.) Singer","5239925","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Boletales","Suillaceae","Suillus","Suillus placidus","Suillus placidus","(Bonord.) Singer"
,"Suillus variegatus","Suillus variegatus (Sw.) Richon & Roze","9043861","EXACT","97","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Boletales","Suillaceae","Suillus","Suillus variegatus","Suillus variegatus","(Sw.) Richon & Roze"
,"Trichoglossum hirsutum","Trichoglossum hirsutum (Pers.) Boud.","3484604","EXACT","99","ACCEPTED","SPECIES","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Trichoglossum","Trichoglossum hirsutum","Trichoglossum hirsutum","(Pers.) Boud."
,"Tricholoma acerbum","Tricholoma acerbum (Bull.) Quél.","8038039","EXACT","98","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma acerbum","Tricholoma acerbum","(Bull.) Quél."
,"Tricholoma albobrunneum","Tricholoma albobrunneum (Pers.) P.Kumm.","5241725","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma albobrunneum","Tricholoma albobrunneum","(Pers.) P.Kumm."
,"Tricholoma album","Tricholoma album (Schaeff.) P.Kumm.","5241749","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma album","Tricholoma album","(Schaeff.) P.Kumm."
,"Bovista graveolens","Bovista graveolens Schwalb","3333296","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Bovista","Bovista graveolens","Bovista graveolens","Schwalb"
,"Tricholoma atrosquamosum","Tricholoma atrosquamosum Sacc.","7242238","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma atrosquamosum","Tricholoma atrosquamosum","Sacc."
,"Tricholoma columbetta","Tricholoma columbetta (Fr.) P.Kumm.","5241760","EXACT","97","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma columbetta","Tricholoma columbetta","(Fr.) P.Kumm."
,"Tricholoma equestre","Tricholoma equestre (L.) P.Kumm.","3324883","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma equestre","Tricholoma equestre","(L.) P.Kumm."
,"Tricholoma imbricatum","Tricholoma imbricatum (Fr.) P.Kumm.","5241858","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma imbricatum","Tricholoma imbricatum","(Fr.) P.Kumm."
,"Tricholoma inamoenum","Tricholoma inamoenum (Fr.) Gillet","5241716","EXACT","97","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma inamoenum","Tricholoma inamoenum","(Fr.) Gillet"
,"Tricholoma lascivum","Tricholoma lascivum (Fr.) Gillet","5241719","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma lascivum","Tricholoma lascivum","(Fr.) Gillet"
,"Tricholoma myomyces","Tricholoma myomyces (Pers.) J.E.Lange","5241804","EXACT","98","SYNONYM","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma terreum","Tricholoma myomyces","(Pers.) J.E.Lange"
,"Tricholoma pessundatum","Tricholoma pessundatum (Fr.) Quél.","5241789","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma pessundatum","Tricholoma pessundatum","(Fr.) Quél."
,"Tricholoma portentosum","Tricholoma portentosum (Fr.) Quél.","5241860","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma portentosum","Tricholoma portentosum","(Fr.) Quél."
,"Tricholoma psammopus","Tricholoma psammopus (Kalchbr.) Quél.","5241853","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma psammopus","Tricholoma psammopus","(Kalchbr.) Quél."
,"Tricholoma saponaceum","Tricholoma saponaceum (Fr.) P.Kumm.","3324249","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma saponaceum","Tricholoma saponaceum","(Fr.) P.Kumm."
,"Tricholoma sejunctum","Tricholoma sejunctum (Sowerby) Quél.","5241729","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma sejunctum","Tricholoma sejunctum","(Sowerby) Quél."
,"Tricholoma vaccinum","Tricholoma vaccinum (Schaeff.) P.Kumm.","5241784","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma vaccinum","Tricholoma vaccinum","(Schaeff.) P.Kumm."
,"Tricholoma virgatum","Tricholoma virgatum (Fr.) P.Kumm.","5241830","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma virgatum","Tricholoma virgatum","(Fr.) P.Kumm."
,"Tulostoma melanocyclum","Tulostoma melanocyclum Bres.","5243322","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Tulostoma","Tulostoma melanocyclum","Tulostoma melanocyclum","Bres."
,"Verpa conica","Verpa conica (O.F.Müll.) Sw.","5499531","EXACT","99","ACCEPTED","SPECIES","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Verpa","Verpa conica","Verpa conica","(O.F.Müll.) Sw."
,"Bovista pusilla","Bovista pusilla (Batsch) Pers.","2535211","EXACT","98","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Bovista","Bovista pusilla","Bovista pusilla","(Batsch) Pers."
,"Calvatia utriformis","Calvatia utriformis (Bull.) Jaap","2536118","EXACT","98","SYNONYM","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Bovistella","Bovistella utriformis","Calvatia utriformis","(Bull.) Jaap"
,"Camarophyllopsis foetens","Camarophyllopsis foetens (W.Phillips) Arnolds","2538341","EXACT","98","SYNONYM","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Hodophilus","Hodophilus foetens","Camarophyllopsis foetens","(W.Phillips) Arnolds"
,"Camarophyllopsis phaeophylla","Camarophyllopsis phaeophylla (Romagn.) Arnolds","2538384","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Camarophyllopsis","Camarophyllopsis phaeophylla","Camarophyllopsis phaeophylla","(Romagn.) Arnolds"
,"Cantharellus amethysteus","Cantharellus amethysteus (Quél.) Sacc.","5249555","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Cantharellus","Cantharellus amethysteus","Cantharellus amethysteus","(Quél.) Sacc."
,"Cantharellus cibarius","Cantharellus cibarius Fr.","5249504","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Cantharellus","Cantharellus cibarius","Cantharellus cibarius","Fr."
,"Cantharellus ferruginascens","Cantharellus ferruginascens P.D.Orton","5249494","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Cantharellus","Cantharellus ferruginascens","Cantharellus ferruginascens","P.D.Orton"
,"Cantharellus friesii","Cantharellus friesii Quél.","8010163","EXACT","98","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Cantharellus","Cantharellus friesii","Cantharellus friesii","Quél."
,"Cantharellus tubaeformis","Cantharellus tubaeformis Fr.","5249537","EXACT","98","SYNONYM","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Craterellus","Craterellus tubaeformis","Cantharellus tubaeformis","Fr."
,"Chalciporus rubinus","Chalciporus rubinus (W.G.Sm.) Singer","2524349","EXACT","98","SYNONYM","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Rubinoboletus","Rubinoboletus rubinus","Chalciporus rubinus","(W.G.Sm.) Singer"
,"Chroogomphus rutilus","Chroogomphus rutilus (Schaeff.) O.K.Mill.","2524996","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Boletales","Gomphidiaceae","Chroogomphus","Chroogomphus rutilus","Chroogomphus rutilus","(Schaeff.) O.K.Mill."
,"Amanita gemmata","Amanita gemmata (Fr.) Bertill.","5240292","EXACT","97","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita gemmata","Amanita gemmata","(Fr.) Bertill."
,"Clathrus ruber","Clathrus ruber P.Micheli ex Pers.","5239476","EXACT","97","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Phallales","Phallaceae","Clathrus","Clathrus ruber","Clathrus ruber","P.Micheli ex Pers."
,"Collybia distorta","Collybia distorta (Fr.) Quél.","3321181","EXACT","98","SYNONYM","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Rhodocollybia","Rhodocollybia prolixa","Collybia distorta","(Fr.) Quél."
,"Amanita inaurata","Amanita inaurata Secr.","5240214","EXACT","97","SYNONYM","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita ceciliae","Amanita inaurata","Secr."
,"Collybia fuscopurpurea","Collybia fuscopurpurea (Pers.) P.Kumm.","2537520","EXACT","98","SYNONYM","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Gymnopus","Gymnopus fuscopurpureus","Collybia fuscopurpurea","(Pers.) P.Kumm."
,"Collybia racemosa","Collybia racemosa (Pers.) Quél.","2532035","EXACT","98","SYNONYM","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Dendrocollybia","Dendrocollybia racemosa","Collybia racemosa","(Pers.) Quél."
,"Collybia tuberosa","Collybia tuberosa (Bull.) P.Kumm.","2532472","EXACT","97","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Collybia","Collybia tuberosa","Collybia tuberosa","(Bull.) P.Kumm."
,"Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","2554662","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Craterellus","Craterellus cornucopioides","Craterellus cornucopioides","(L.) Pers."
,"Creolophus cirrhatus","Creolophus cirrhatus (Pers.) P.Karst.","2550596","EXACT","98","SYNONYM","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Russulales","Hericiaceae","Hericium","Hericium cirrhatum","Creolophus cirrhatus","(Pers.) P.Karst."
,"Crinipellis scabellus","Crinipellis scabella (Alb. & Schwein.) Murrill","2538113","FUZZY","96","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Crinipellis","Crinipellis scabella","Crinipellis scabella","(Alb. & Schwein.) Murrill"
,"Cyathus stercoreus","Cyathus stercoreus (Schwein.) De Toni","5243140","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Cyathus","Cyathus stercoreus","Cyathus stercoreus","(Schwein.) De Toni"
,"Disciotis venosa","Disciotis venosa (Pers.) Arnould","9032566","EXACT","97","ACCEPTED","SPECIES","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Disciotis","Disciotis venosa","Disciotis venosa","(Pers.) Arnould"
,"Faerberia carbonarium","Faerberia carbonaria (Alb. & Schwein.) Pouzar","2546354","FUZZY","96","ACCEPTED","SPECIES","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Faerberia","Faerberia carbonaria","Faerberia carbonaria","(Alb. & Schwein.) Pouzar"
,"Ephippiger ephippiger","Ephippiger ephippiger (Fiebig, 1784)","1684006","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Orthoptera","Tettigoniidae","Ephippiger","Ephippiger ephippiger","Ephippiger ephippiger","(Fiebig, 1784) "
,"Barbitistes serricauda","Barbitistes serricauda (Fabricius, 1794)","1695052","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Orthoptera","Tettigoniidae","Barbitistes","Barbitistes serricauda","Barbitistes serricauda","(Fabricius, 1794) "
,"Stenobothrus lineatus","Stenobothrus lineatus (Panzer, 1796)","1710962","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Stenobothrus","Stenobothrus lineatus","Stenobothrus lineatus","(Panzer, 1796) "
,"Stenobothrus stigmaticus","Stenobothrus stigmaticus (Rambur, 1838)","1710986","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Stenobothrus","Stenobothrus stigmaticus","Stenobothrus stigmaticus","(Rambur, 1838) "
,"Tetrix tenuicornis","Tetrix tenuicornis (Sahlberg, 1891)","1681181","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Orthoptera","Tetrigidae","Tetrix","Tetrix tenuicornis","Tetrix tenuicornis","(Sahlberg, 1891) "
,"Anasimyia contracta","Anasimyia contracta Torp & Claussen, 1980","1538450","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Lejops","Lejops contracta","Anasimyia contracta","Torp & Claussen, 1980"
,"Brachymyia floccosa","Animalia","1","HIGHERRANK","90","ACCEPTED","KINGDOM","Animalia",,,,,,,"Animalia",
,"Brachyopa bicolor","Brachyopa bicolor (Fallén, 1817)","1534412","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Brachyopa","Brachyopa bicolor","Brachyopa bicolor","(Fallén, 1817) "
,"Lejogaster tarsata","Lejogaster tarsata (Meigen, 1822)","1537389","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Lejogaster","Lejogaster tarsata","Lejogaster tarsata","(Meigen, 1822) "
,"Melangyna guttata","Melangyna guttata (Fallén, 1817)","1536609","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Melangyna","Melangyna guttata","Melangyna guttata","(Fallén, 1817) "
,"Brachyopa scutellaris","Brachyopa scutellaris Robineau-Desvoidy, 1843","1534396","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Brachyopa","Brachyopa scutellaris","Brachyopa scutellaris","Robineau-Desvoidy, 1843"
,"Microdon eggeri","Microdon eggeri Mik, 1897","5072027","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Microdon","Microdon analis","Microdon eggeri","Mik, 1897"
,"Brachypalpus laphriformis","Brachypalpus laphriformis (Fallén, 1816)","6098379","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Brachypalpus","Brachypalpus valgus","Brachypalpus laphriformis","(Fallén, 1816) "
,"Microdon mutabilis","Microdon mutabilis (Linnaeus, 1758)","1542226","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Microdon","Microdon mutabilis","Microdon mutabilis","(Linnaeus, 1758) "
,"Myolepta vara","Myolepta vara (Panzer, 1797)","4516779","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Myolepta","Myolepta vara","Myolepta vara","(Panzer, 1797) "
,"Neocnemodon latitarsis","Neocnemodon latitarsis (Egger, 1865)","7789394","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Neocnemodon","Neocnemodon latitarsis","Neocnemodon latitarsis","(Egger, 1865) "
,"Neocnemodon pubescens","Neocnemodon pubescens (Delucchi & Pschorn, 1955)","8147305","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Neocnemodon","Neocnemodon pubescens","Neocnemodon pubescens","(Delucchi & Pschorn, 1955) "
,"Orthonevra brevicornis","Orthonevra brevicornis (Loew, 1843)","1537538","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Orthonevra","Orthonevra brevicornis","Orthonevra brevicornis","(Loew, 1843) "
,"Orthonevra elegans","Orthonevra elegans Wiedemann","1537514","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Orthonevra","Orthonevra elegans","Orthonevra elegans","Wiedemann"
,"Orthonevra nobilis","Orthonevra nobilis (Fallén, 1817)","1537521","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Orthonevra","Orthonevra nobilis","Orthonevra nobilis","(Fallén, 1817) "
,"Paragus tibialis","Paragus tibialis (Fallén, 1817)","1535751","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Paragus","Paragus tibialis","Paragus tibialis","(Fallén, 1817) "
,"Parhelophilus frutetorum","Parhelophilus frutetorum (Fabricius, 1775)","1539293","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Parhelophilus","Parhelophilus frutetorum","Parhelophilus frutetorum","(Fabricius, 1775) "
,"Parhelophilus versicolor","Parhelophilus versicolor (Fabricius, 1794)","1539269","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Parhelophilus","Parhelophilus versicolor","Parhelophilus versicolor","(Fabricius, 1794) "
,"Pipiza festiva","Pipiza festiva Meigen, 1822","1536318","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Pipiza","Pipiza festiva","Pipiza festiva","Meigen, 1822"
,"Pipiza quadrimaculata","Pipiza quadrimaculata (Panzer, 1802)","1536289","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Pipiza","Pipiza quadrimaculata","Pipiza quadrimaculata","(Panzer, 1802) "
,"Pipizella virens","Pipizella virens (Fabricius, 1805)","1532941","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Pipizella","Pipizella virens","Pipizella virens","(Fabricius, 1805) "
,"Platycheirus ambiguus","Platycheirus ambiguum (Fallén, 1817)","4516766","FUZZY","96","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Platycheirus","Platycheirus ambiguum","Platycheirus ambiguum","(Fallén, 1817) "
,"Platycheirus perpallidus","Platycheirus perpallidus Verrall, 1901","1543239","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Platycheirus","Platycheirus perpallidus","Platycheirus perpallidus","Verrall, 1901"
,"Sphaerophoria fatarum","Sphaerophoria fatarum Goeldlin, 1989","1539165","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Sphaerophoria","Sphaerophoria fatarum","Sphaerophoria fatarum","Goeldlin, 1989"
,"Sphaerophoria interrupta","Sphaerophoria interrupta (Fabricius, 1805)","1536614","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Sphaerophoria","Sphaerophoria interrupta","Sphaerophoria interrupta","(Fabricius, 1805) "
,"Sphaerophoria philanthus","Sphaerophoria philantha (Meigen, 1822)","4516743","FUZZY","96","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Sphaerophoria","Sphaerophoria philantha","Sphaerophoria philantha","(Meigen, 1822) "
,"Sphaerophoria virgata","Sphaerophoria virgata Goeldlin, 1974","1539192","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Sphaerophoria","Sphaerophoria virgata","Sphaerophoria virgata","Goeldlin, 1974"
,"Cheilosia bergenstammi","Cheilosia bergenstammi (Becker, 1894)","1540517","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia bergenstammi","Cheilosia bergenstammi","(Becker, 1894) "
,"Xanthogramma festivum","Xanthogramma festivum (Linnaeus, 1758)","6098350","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Philhelius","Philhelius festivus","Xanthogramma festivum","(Linnaeus, 1758) "
,"Cheilosia honesta","Cheilosia Meigen, 1822","1539835","HIGHERRANK","97","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia",,"Cheilosia","Meigen, 1822"
,"Cheilosia longula","Cheilosia longula (Zetterstedt, 1838)","1540390","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia longula","Cheilosia longula","(Zetterstedt, 1838) "
,"Cheilosia mutabilis","Cheilosia mutabilis (Fallén, 1817)","1540212","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia mutabilis","Cheilosia mutabilis","(Fallén, 1817) "
,"Cheilosia nigripes","Cheilosia nigripes (Meigen, 1822)","1540138","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia nigripes","Cheilosia nigripes","(Meigen, 1822) "
,"Cheilosia praecox","Cheilosia praecox (Zetterstedt, 1843)","6098376","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia ruralis","Cheilosia praecox","(Zetterstedt, 1843) "
,"Anasimyia transfuga","Anasimyia transfuga (Linnaeus, 1758)","4516795","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Lejops","Lejops transfuga","Anasimyia transfuga","(Linnaeus, 1758) "
,"Cheilosia semifasciata","Cheilosia semifasciata (Becker, 1894)","1540296","EXACT","98","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia semifasciata","Cheilosia semifasciata","(Becker, 1894) "
,"Chrysogaster cemiteriorum","Chrysogaster cemiteriorum (Linnaeus, 1758)","1536758","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysogaster","Chrysogaster cemiteriorum","Chrysogaster cemiteriorum","(Linnaeus, 1758) "
,"Chrysogaster virescens","Chrysogaster virescens Loew, 1854","1536725","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysogaster","Chrysogaster virescens","Chrysogaster virescens","Loew, 1854"
,"Chrysotoxum festivum","Chrysotoxum festivum (Linnaeus, 1758)","4516839","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Philhelius","Philhelius festivus","Chrysotoxum festivum","(Linnaeus, 1758) "
,"Criorhina asilica","Criorhina asilica (Fallén, 1816)","5071001","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Criorhina","Criorhina asilica","Criorhina asilica","(Fallén, 1816) "
,"Arctophila superbiens","Arctophila superbiens (Müller, 1776)","5766569","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Sericomyia","Sericomyia superbiens","Arctophila superbiens","(Müller, 1776) "
,"Criorhina pachymera","Criorhina pachymera (Egger, 1858)","5070983","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Criorhina","Criorhina pachymera","Criorhina pachymera","(Egger, 1858) "
,"Criorhina ranunculi","Criorhina ranunculi (Panzer, 1803)","5071002","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Criorhina","Criorhina ranunculi","Criorhina ranunculi","(Panzer, 1803) "
,"Didea alneti","Didea alneti (Fallén, 1817)","1542030","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Didea","Didea alneti","Didea alneti","(Fallén, 1817) "
,"Didea intermedia","Didea intermedia Loew, 1854","1542026","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Didea","Didea intermedia","Didea intermedia","Loew, 1854"
,"Doros profuges","Doros profuges (Harris, 1780)","1544513","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Doros","Doros profuges","Doros profuges","(Harris, 1780) "
,"Eristalinus aeneus","Eristalinus aeneus (Scopoli, 1763)","1542830","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Eristalinus","Eristalinus aeneus","Eristalinus aeneus","(Scopoli, 1763) "
,"Meles meles","Meles meles (Linnaeus, 1758)","2433875","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Meles","Meles meles","Meles meles","(Linnaeus, 1758) "
,"Muscardinus avellanarius","Muscardinus avellanarius (Linnaeus, 1758)","2439658","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Rodentia","Gliridae","Muscardinus","Muscardinus avellanarius","Muscardinus avellanarius","(Linnaeus, 1758) "
