occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship
,"Arctosa leopardus","Arctosa leopardus (Sundevall, 1833)","2147162","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Lycosidae","Arctosa","Arctosa leopardus","Arctosa leopardus","(Sundevall, 1833) "
,"Trichopterna thorelli","Trichopterna thorelli (Westring, 1861)","2134401","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Trichopternoides","Trichopternoides thorelli","Trichopterna thorelli","(Westring, 1861) "
,"Trochosa robusta","Trochosa robusta (Simon, 1876)","2145798","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Lycosidae","Trochosa","Trochosa robusta","Trochosa robusta","(Simon, 1876) "
,"Trochosa spinipalpis","Trochosa spinipalpis (F.O.Pickard-Cambridge, 1895)","2145870","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Lycosidae","Trochosa","Trochosa spinipalpis","Trochosa spinipalpis","(F.O.Pickard-Cambridge, 1895) "
,"Arctosa perita","Arctosa perita (Latreille, 1799)","2147172","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Lycosidae","Arctosa","Arctosa perita","Arctosa perita","(Latreille, 1799) "
,"Walckenaeria alticeps","Walckenaeria alticeps (Denis, 1952)","2134819","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria alticeps","Walckenaeria alticeps","(Denis, 1952) "
,"Walckenaeria corniculans","Walckenaeria corniculans (O.Pickard-Cambridge, 1875)","2134739","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria corniculans","Walckenaeria corniculans","(O.Pickard-Cambridge, 1875) "
,"Argenna patula","Argenna patula (Simon, 1874)","2144647","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Dictynidae","Argenna","Argenna patula","Argenna patula","(Simon, 1874) "
,"Walckenaeria mitrata","Walckenaeria mitrata (Menge, 1868)","2134709","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria mitrata","Walckenaeria mitrata","(Menge, 1868) "
,"Walckenaeria nodosa","Walckenaeria nodosa O.Pickard-Cambridge, 1873","2134718","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria nodosa","Walckenaeria nodosa","O.Pickard-Cambridge, 1873"
,"Walckenaeria stylifrons","Walckenaeria stylifrons (O.Pickard-Cambridge, 1875)","2134675","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria stylifrons","Walckenaeria stylifrons","(O.Pickard-Cambridge, 1875) "
,"Xerolycosa miniata","Xerolycosa miniata (C.L.Koch, 1834)","2147273","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Lycosidae","Xerolycosa","Xerolycosa miniata","Xerolycosa miniata","(C.L.Koch, 1834) "
,"Argenna subnigra","Argenna subnigra (O.Pickard-Cambridge, 1861)","2144644","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Dictynidae","Argenna","Argenna subnigra","Argenna subnigra","(O.Pickard-Cambridge, 1861) "
,"Xerolycosa nemoralis","Xerolycosa nemoralis (Westring, 1861)","2147274","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Lycosidae","Xerolycosa","Xerolycosa nemoralis","Xerolycosa nemoralis","(Westring, 1861) "
,"Xysticus acerbus","Xysticus acerbus Thorell, 1872","2165222","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus acerbus","Xysticus acerbus","Thorell, 1872"
,"Xysticus bifasciatus","Xysticus bifasciatus C.L.Koch, 1837","2165168","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus bifasciatus","Xysticus bifasciatus","C.L.Koch, 1837"
,"Xysticus erraticus","Xysticus erraticus (Blackwall, 1834)","2165083","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus erraticus","Xysticus erraticus","(Blackwall, 1834) "
,"Xysticus luctuosus","Xysticus luctuosus (Blackwall, 1836)","2165055","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus luctuosus","Xysticus luctuosus","(Blackwall, 1836) "
,"Xysticus ninnii","Xysticus ninnii Thorell, 1872","2165015","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Psammitis","Psammitis ninnii","Xysticus ninnii","Thorell, 1872"
,"Xysticus sabulosus","Xysticus sabulosus (Hahn, 1832)","2165321","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Psammitis","Psammitis sabulosus","Xysticus sabulosus","(Hahn, 1832) "
,"Zelotes electus","Zelotes electus (C.L.Koch, 1839)","2132428","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Zelotes","Zelotes electus","Zelotes electus","(C.L.Koch, 1839) "
,"Zelotes longipes","Zelotes longipes (L.Koch, 1866)","2132676","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Zelotes","Zelotes longipes","Zelotes longipes","(L.Koch, 1866) "
,"Argyroneta aquatica","Argyroneta aquatica (Clerck, 1757)","2179068","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Dictynidae","Argyroneta","Argyroneta aquatica","Argyroneta aquatica","(Clerck, 1757) "
,"Zelotes lutetianus","Zelotes lutetianus (L.Koch, 1866)","7719720","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Drassyllus","Drassyllus lutetianus","Zelotes lutetianus","(L.Koch, 1866) "
,"Zelotes pedestris","Zelotes pedestris (C.L.Koch, 1837)","7824469","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Trachyzelotes","Trachyzelotes pedestris","Zelotes pedestris","(C.L.Koch, 1837) "
,"Zelotes petrensis","Zelotes petrensis (C.L.Koch, 1839)","2132448","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Zelotes","Zelotes petrensis","Zelotes petrensis","(C.L.Koch, 1839) "
,"Zelotes praeficus","Zelotes praeficus (L.Koch, 1866)","10088019","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Drassyllus","Drassyllus praeficus","Zelotes praeficus","(L.Koch, 1866) "
,"Zora nemoralis","Zora nemoralis (Blackwall, 1861)","2161223","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Miturgidae","Zora","Zora nemoralis","Zora nemoralis","(Blackwall, 1861) "
,"Zora silvestris","Zora silvestris Kulczyński, 1897","2161228","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Miturgidae","Zora","Zora silvestris","Zora silvestris","Kulczyński, 1897"
,"Atypus affinis","Atypus affinis Eichwald, 1830","5171650","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Atypidae","Atypus","Atypus affinis","Atypus affinis","Eichwald, 1830"
,"Baryphyma duffeyi","Baryphyma duffeyi (Millidge, 1954)","2134202","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Praestigia","Praestigia duffeyi","Baryphyma duffeyi","(Millidge, 1954) "
,"Baryphyma maritimum","Baryphyma maritimum (Crocker & Parker, 1970)","2134211","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Baryphyma","Baryphyma maritimum","Baryphyma maritimum","(Crocker & Parker, 1970) "
,"Baryphyma pratense","Baryphyma pratense (Blackwall, 1861)","2134203","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Baryphyma","Baryphyma pratense","Baryphyma pratense","(Blackwall, 1861) "
,"Aelurillus v-insignitus","Aelurillus v-insignitus (Clerck, 1757)","10107295","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Aelurillus","Aelurillus v-insignitus","Aelurillus v-insignitus","(Clerck, 1757) "
,"Baryphyma trifrons","Baryphyma trifrons (O.Pickard-Cambridge, 1863)","2134207","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Baryphyma","Baryphyma trifrons","Baryphyma trifrons","(O.Pickard-Cambridge, 1863) "
,"Bathyphantes setiger","Bathyphantes setiger F.O.Pickard-Cambridge, 1894","2134055","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Bathyphantes","Bathyphantes setiger","Bathyphantes setiger","F.O.Pickard-Cambridge, 1894"
,"Bianor aurocinctus","Bianor aurocinctus (Ohlert, 1865)","2176673","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Sibianor","Sibianor aurocinctus","Bianor aurocinctus","(Ohlert, 1865) "
,"Carorita paludosa","Carorita paludosa Duffey, 1971","4551650","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Karita","Karita paludosa","Carorita paludosa","Duffey, 1971"
,"Agalenatea redii","Agalenatea redii (Scopoli, 1763)","2160943","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Agalenatea","Agalenatea redii","Agalenatea redii","(Scopoli, 1763) "
,"Centromerus levitarsus","Centromerus levitarsis (Simon, 1884)","2138576","FUZZY","93","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Centromerus","Centromerus levitarsis","Centromerus levitarsis","(Simon, 1884) "
,"Centromerus semiater","Centromerus semiater (L.Koch, 1879)","2138604","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Centromerus","Centromerus semiater","Centromerus semiater","(L.Koch, 1879) "
,"Ceratinopsis romana","Ceratinopsis romana (O.P.-Cambridge, 1872)","6098890","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Styloctetor","Styloctetor romanus","Ceratinopsis romana","(O.P.-Cambridge, 1872) "
,"Acilius canaliculatus","Acilius canaliculatus (Nicolai, 1822)","4470284","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Acilius","Acilius canaliculatus","Acilius canaliculatus","(Nicolai, 1822) "
,"Agabus didymus","Agabus didymus (Olivier, 1795)","4469876","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Agabus","Agabus didymus","Agabus didymus","(Olivier, 1795) "
,"Hygrotus decoratus","Hygrotus decoratus (Gyllenhal, 1810)","4469961","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Clemnius","Clemnius decoratus","Hygrotus decoratus","(Gyllenhal, 1810) "
,"Ilybius aenescens","Ilybius aenescens Thomson, 1870","4469824","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Ilybius","Ilybius aenescens","Ilybius aenescens","Thomson, 1870"
,"Ilybius guttiger","Ilybius guttiger (Gyllenhal, 1808)","4469797","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Ilybius","Ilybius guttiger","Ilybius guttiger","(Gyllenhal, 1808) "
,"Ilybius quadriguttatus","Ilybius quadriguttatus (Lacordaire, 1835)","4469821","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Ilybius","Ilybius quadriguttatus","Ilybius quadriguttatus","(Lacordaire, 1835) "
,"Ilybius subaeneus","Ilybius subaeneus Erichson, 1837","1038798","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Ilybius","Ilybius subaeneus","Ilybius subaeneus","Erichson, 1837"
,"Laccornis oblongus","Laccornis oblongus (Stephens, 1835)","1038508","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Laccornis","Laccornis oblongus","Laccornis oblongus","(Stephens, 1835) "
,"Nartus grapii","Nartus grapii (Gyllenhal, 1808)","8501267","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Nartus","Nartus grapii","Nartus grapii","(Gyllenhal, 1808) "
,"Peltodytes caesus","Peltodytes caesus (Duftschmid, 1805)","4470378","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Haliplidae","Peltodytes","Peltodytes caesus","Peltodytes caesus","(Duftschmid, 1805) "
,"Platambus maculatus","Platambus maculatus (Linnaeus, 1758)","4469793","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Platambus","Platambus maculatus","Platambus maculatus","(Linnaeus, 1758) "
,"Rhantus exsoletus","Rhantus exsoletus (Forster, 1771)","5753548","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Rhantus","Rhantus exsoletus","Rhantus exsoletus","(Forster, 1771) "
,"Scarodytes halensis","Scarodytes halensis (Fabricius, 1787)","4470251","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Scarodytes","Scarodytes halensis","Scarodytes halensis","(Fabricius, 1787) "
,"Stictotarsus duodecimpustulatus","Stictotarsus duodecimpustulatus (Fabricius, 1792)","4470137","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Stictotarsus","Stictotarsus duodecimpustulatus","Stictotarsus duodecimpustulatus","(Fabricius, 1792) "
,"Agabus melanocornis","Agabus melanocornis (Zimmermann, 1915)","4469818","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Ilybius","Ilybius montanus","Agabus melanocornis","(Zimmermann, 1915) "
,"Bidessus grossepunctatus","Bidessus grossepunctatus Vorbringer, 1907","4469943","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Bidessus","Bidessus grossepunctatus","Bidessus grossepunctatus","Vorbringer, 1907"
,"Cybister lateralimarginalis","Cybister lateralimarginalis (De Geer, 1774)","4470300","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Cybister","Cybister lateralimarginalis","Cybister lateralimarginalis","(De Geer, 1774) "
,"Deronectes latus","Deronectes latus (Stephens, 1829)","4470104","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Deronectes","Deronectes latus","Deronectes latus","(Stephens, 1829) "
,"Dytiscus circumcinctus","Dytiscus circumcinctus Ahrens, 1811","1038059","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Dytiscus","Dytiscus circumcinctus","Dytiscus circumcinctus","Ahrens, 1811"
,"Dytiscus dimidiatus","Dytiscus dimidiatus Bergsträsser, 1778","4470298","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Dytiscus","Dytiscus dimidiatus","Dytiscus dimidiatus","Bergsträsser, 1778"
,"Dytiscus lapponicus","Dytiscus lapponicus Gyllenhal, 1808","4470296","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Dytiscus","Dytiscus lapponicus","Dytiscus lapponicus","Gyllenhal, 1808"
,"Graphoderus bilineatus","Graphoderus bilineatus (De Geer, 1774)","4470279","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Graphoderus","Graphoderus bilineatus","Graphoderus bilineatus","(De Geer, 1774) "
,"Graphoderus zonatus","Graphoderus zonatus (Hoppe, 1795)","4470281","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Graphoderus","Graphoderus zonatus","Graphoderus zonatus","(Hoppe, 1795) "
,"Graptodytes granularis","Graptodytes granularis (Linnaeus, 1767)","4470165","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Graptodytes","Graptodytes granularis","Graptodytes granularis","(Linnaeus, 1767) "
,"Gyrinus aeratus","Gyrinus aeratus Stephens, 1835","4988191","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Gyrinidae","Gyrinus","Gyrinus aeratus","Gyrinus aeratus","Stephens, 1835"
,"Gyrinus caspius","Gyrinus caspius Ménétriés, 1832","6097387","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Gyrinidae","Gyrinus","Gyrinus caspius","Gyrinus caspius","Ménétriés, 1832"
,"Gyrinus minutus","Gyrinus minutus Fabricius, 1798","7898473","EXACT","98","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Gyrinidae","Gyrinus","Gyrinus minutus","Gyrinus minutus","Fabricius, 1798"
,"Gyrinus paykulli","Gyrinus paykulli Ochs, 1927","6097389","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Gyrinidae","Gyrinus","Gyrinus paykulli","Gyrinus paykulli","Ochs, 1927"
,"Gyrinus suffriani","Gyrinus suffriani Scriba, 1855","6097388","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Gyrinidae","Gyrinus","Gyrinus suffriani","Gyrinus suffriani","Scriba, 1855"
,"Haliplus fulvicollis","Haliplus fulvicollis Erichson, 1837","4470361","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Haliplidae","Haliplus","Haliplus fulvicollis","Haliplus fulvicollis","Erichson, 1837"
,"Haliplus fulvus","Haliplus fulvus (Fabricius, 1801)","4470338","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Haliplidae","Haliplus","Haliplus fulvus","Haliplus fulvus","(Fabricius, 1801) "
,"Haliplus furcatus","Haliplus furcatus Seidlitz, 1887","4470347","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Haliplidae","Haliplus","Haliplus furcatus","Haliplus furcatus","Seidlitz, 1887"
,"Haliplus lineolatus","Haliplus lineolatus Mannerheim, 1844","4470356","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Haliplidae","Haliplus","Haliplus lineolatus","Haliplus lineolatus","Mannerheim, 1844"
,"Haliplus mucronatus","Haliplus mucronatus Stephens, 1828","4470344","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Haliplidae","Haliplus","Haliplus mucronatus","Haliplus mucronatus","Stephens, 1828"
,"Haliplus obliquus","Haliplus obliquus (Fabricius, 1787)","4470371","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Haliplidae","Haliplus","Haliplus obliquus","Haliplus obliquus","(Fabricius, 1787) "
,"Haliplus variegatus","Haliplus variegatus Sturm, 1834","4470334","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Haliplidae","Haliplus","Haliplus variegatus","Haliplus variegatus","Sturm, 1834"
,"Haliplus varius","Haliplus varius Nicolai, 1822","4470370","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Haliplidae","Haliplus","Haliplus varius","Haliplus varius","Nicolai, 1822"
,"Hydaticus seminiger","Hydaticus seminiger (De Geer, 1774)","5753570","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Hydaticus","Hydaticus seminiger","Hydaticus seminiger","(De Geer, 1774) "
,"Hydaticus transversalis","Hydaticus transversalis (Pontoppidan, 1763)","5753568","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Hydaticus","Hydaticus transversalis","Hydaticus transversalis","(Pontoppidan, 1763) "
,"Hydroporus elongatulus","Hydroporus elongatulus Sturm, 1835","4470006","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Hydroporus","Hydroporus elongatulus","Hydroporus elongatulus","Sturm, 1835"
,"Hydroporus longulus","Hydroporus longulus Mulsant & Rey, 1861","4470039","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Hydroporus","Hydroporus longulus","Hydroporus longulus","Mulsant & Rey, 1861"
,"Hydroporus melanarius","Hydroporus melanarius Sturm, 1835","4470073","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Hydroporus","Hydroporus melanarius","Hydroporus melanarius","Sturm, 1835"
,"Hydroporus neglectus","Hydroporus neglectus Schaum, 1845","4470017","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Hydroporus","Hydroporus neglectus","Hydroporus neglectus","Schaum, 1845"
,"Hydroporus obscurus","Hydroporus obscurus Sturm, 1835","1038248","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Hydroporus","Hydroporus obscurus","Hydroporus obscurus","Sturm, 1835"
,"Hydroporus rufifrons","Hydroporus rufifrons (O.F.Müller, 1776)","4470031","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Hydroporus","Hydroporus rufifrons","Hydroporus rufifrons","(O.F.Müller, 1776) "
,"Hydroporus striola","Hydroporus striola (Gyllenhal, 1826)","1038207","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Hydroporus","Hydroporus striola","Hydroporus striola","(Gyllenhal, 1826) "
,"Hydroporus umbrosus","Hydroporus umbrosus (Gyllenhal, 1808)","4470069","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Hydroporus","Hydroporus umbrosus","Hydroporus umbrosus","(Gyllenhal, 1808) "
,"Hydrovatus cuspidatus","Hydrovatus cuspidatus (Kunze, 1818)","1037890","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Hydrovatus","Hydrovatus cuspidatus","Hydrovatus cuspidatus","(Kunze, 1818) "
,"Agabus didymus","Agabus didymus (Olivier, 1795)","4469876","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Agabus","Agabus didymus","Agabus didymus","(Olivier, 1795) "
,"Rhantus suturellus","Rhantus suturellus (Harris, 1828)","4989390","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Rhantus","Rhantus suturellus","Rhantus suturellus","(Harris, 1828) "
,"Stictotarsus duodecimpustulatus","Stictotarsus duodecimpustulatus (Fabricius, 1792)","4470137","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Stictotarsus","Stictotarsus duodecimpustulatus","Stictotarsus duodecimpustulatus","(Fabricius, 1792) "
,"Yola bicarinata","Yola bicarinata (Latreille, 1804)","4469946","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Yola","Yola bicarinata","Yola bicarinata","(Latreille, 1804) "
,"Agabus guttatus","Agabus guttatus (Paykull, 1798)","4469878","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Agabus","Agabus guttatus","Agabus guttatus","(Paykull, 1798) "
,"Agabus labiatus","Agabus labiatus (Brahm, 1790)","4469891","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Agabus","Agabus labiatus","Agabus labiatus","(Brahm, 1790) "
,"Agabus melanarius","Agabus melanarius Aubé, 1837","4469880","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Agabus","Agabus melanarius","Agabus melanarius","Aubé, 1837"
,"Agabus nebulosus","Agabus nebulosus (Forster, 1771)","4469867","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Agabus","Agabus nebulosus","Agabus nebulosus","(Forster, 1771) "
,"Agabus paludosus","Agabus paludosus (Fabricius, 1801)","4469881","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Agabus","Agabus paludosus","Agabus paludosus","(Fabricius, 1801) "
,"Agabus striolatus","Agabus striolatus (Gyllenhal, 1808)","4469870","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Agabus","Agabus striolatus","Agabus striolatus","(Gyllenhal, 1808) "
,"Acilius sulcatus","Acilius sulcatus (Linnaeus, 1758)","4470286","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Acilius","Acilius sulcatus","Acilius sulcatus","(Linnaeus, 1758) "
,"Agabus undulatus","Agabus undulatus (Schrank, 1776)","1037974","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Agabus","Agabus undulatus","Agabus undulatus","(Schrank, 1776) "
