occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship
,"Frullania tamarisci (L.) Dumort.","Frullania tamarisci (L.) Dumort.","2688738","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Porellales","Frullaniaceae","Frullania","Frullania tamarisci","Frullania tamarisci","(L.) Dumort."
,"Barbilophozia barbata (Schmidel ex Schreb.) Loeske","Barbilophozia barbata (Schmidel ex Schreb.) Loeske","2689432","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Anastrophyllaceae","Barbilophozia","Barbilophozia barbata","Barbilophozia barbata","(Schmidel ex Schreb.) Loeske"
,"Gymnocolea inflata (Huds.) Dumort.","Gymnocolea inflata (Huds.) Dumort.","2689446","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Anastrophyllaceae","Gymnocolea","Gymnocolea inflata","Gymnocolea inflata","(Huds.) Dumort."
,"Jungermannia caespiticia Lindenb.","Jungermannia caespiticia Lindenb.","4277379","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Jungermanniaceae","Jungermannia","Jungermannia caespiticia","Jungermannia caespiticia","Lindenb."
,"Jungermannia gracillima Sm.","Jungermannia gracillima Sm.","4277385","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Jungermanniaceae","Jungermannia","Jungermannia gracillima","Jungermannia gracillima","Sm."
,"Jungermannia hyalina Lyell","Jungermannia hyalina Lyell","4277372","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Jungermanniaceae","Jungermannia","Jungermannia hyalina","Jungermannia hyalina","Lyell"
,"Kurzia pauciflora (Dicks.) Grolle","Kurzia pauciflora (Dicks.) Grolle","5710130","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Lepidoziaceae","Kurzia","Kurzia pauciflora","Kurzia pauciflora","(Dicks.) Grolle"
,"Kurzia sylvatica (A.Evans) Grolle","Kurzia sylvatica (A.Evans) Grolle","5710127","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Lepidoziaceae","Kurzia","Kurzia sylvatica","Kurzia sylvatica","(A.Evans) Grolle"
,"Leiocolea collaris (Nees) Schljakov","Leiocolea collaris (Nees) Schljakov","5837702","EXACT","100","SYNONYM","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Jungermanniaceae","Mesoptychia","Mesoptychia collaris","Leiocolea collaris","(Nees) Schljakov"
,"Barbilophozia hatcheri (A.Evans) Loeske","Barbilophozia hatcheri (A.Evans) Loeske","2689433","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Anastrophyllaceae","Barbilophozia","Barbilophozia hatcheri","Barbilophozia hatcheri","(A.Evans) Loeske"
,"Lophocolea bidentata (L.) Dumort.","Lophocolea bidentata (L.) Dumort.","4276916","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Lophocoleaceae","Lophocolea","Lophocolea bidentata","Lophocolea bidentata","(L.) Dumort."
,"Lophozia bicrenata (Schmidel ex Hoffm.) Dumort.","Lophozia bicrenata (Schmidel ex Hoffm.) Dumort.","8679323","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Lophoziaceae","Lophozia","Lophozia bicrenata","Lophozia bicrenata","(Schmidel ex Hoffm.) Dumort."
,"Lophozia excisa (Dicks.) Dumort.","Lophozia excisa (Dicks.) Dumort.","4277239","EXACT","100","SYNONYM","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Lophoziaceae","Lophoziopsis","Lophoziopsis excisa","Lophozia excisa","(Dicks.) Dumort."
,"Lophozia perssonii H.Buch & S.W.Arnell","Lophozia perssonii H.Buch & S.W.Arnell","4277246","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Lophoziaceae","Lophozia","Lophozia perssonii","Lophozia perssonii","H.Buch & S.W.Arnell"
,"Lophozia ventricosa (Dicks.) Dumort.","Lophozia ventricosa (Dicks.) Dumort.","2689212","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Lophoziaceae","Lophozia","Lophozia ventricosa","Lophozia ventricosa","(Dicks.) Dumort."
,"Metzgeria temperata Kuwah.","Metzgeria temperata Kuwah.","5710217","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Metzgeriales","Metzgeriaceae","Metzgeria","Metzgeria temperata","Metzgeria temperata","Kuwah."
,"Microlejeunea ulicina (Taylor) A.Evans","Microlejeunea ulicina (Taylor) A.Evans","8094333","EXACT","100","SYNONYM","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Porellales","Lejeuneaceae","Microlejeunea","Microlejeunea ulicina","Microlejeunea ulicina","(Taylor) A.Evans"
,"Mylia anomala (Hook.) Gray","Mylia anomala (Hook.) Gray","5837638","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Myliaceae","Mylia","Mylia anomala","Mylia anomala","(Hook.) Gray"
,"Bazzania trilobata (L.) S.F.Gray","Bazzania trilobata (L.) Gray","2689063","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Lepidoziaceae","Bazzania","Bazzania trilobata","Bazzania trilobata","(L.) Gray"
,"Nardia geoscyphus (De Not.) Lindb.","Nardia geoscyphus (De Not.) Lindb.","4277470","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Gymnomitriaceae","Nardia","Nardia geoscyphus","Nardia geoscyphus","(De Not.) Lindb."
,"Nardia scalaris Gray","Nardia scalaris Gray","4277463","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Gymnomitriaceae","Nardia","Nardia scalaris","Nardia scalaris","Gray"
,"Nowellia curvifolia (Dicks.) Mitt.","Nowellia curvifolia (Dicks.) Mitt.","5286346","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Cephaloziaceae","Nowellia","Nowellia curvifolia","Nowellia curvifolia","(Dicks.) Mitt."
,"Odontoschisma denudatum (Mart.) Dumort.","Odontoschisma denudatum (Mart.) Dumort.","2689177","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Cephaloziaceae","Odontoschisma","Odontoschisma denudatum","Odontoschisma denudatum","(Mart.) Dumort."
,"Odontoschisma sphagni (Dicks.) Dumort.","Odontoschisma sphagni (Dicks.) Dumort.","2689176","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Cephaloziaceae","Odontoschisma","Odontoschisma sphagni","Odontoschisma sphagni","(Dicks.) Dumort."
,"Pallavicinia lyellii (Hook.) Carruth.","Pallavicinia lyellii (Hook.) Carruth.","5286309","EXACT","100","DOUBTFUL","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Metzgeriales","Pallaviciniacea","Pallavicinia","Pallavicinia lyellii","Pallavicinia lyellii","(Hook.) Carruth."
,"Pellia epiphylla (L.) Corda","Pellia epiphylla (L.) Corda","2689550","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Pelliales","Pelliaceae","Pellia","Pellia epiphylla","Pellia epiphylla","(L.) Corda"
,"Pellia neesiana (Gottsche) Limpr.","Pellia neesiana (Gottsche) Limpr.","2689549","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Pelliales","Pelliaceae","Pellia","Pellia neesiana","Pellia neesiana","(Gottsche) Limpr."
,"Plagiochila asplenioides (L. emend. Taylor) Dumort.","Plagiochila asplenioides (L.) Dumort.","2688970","EXACT","97","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Plagiochilaceae","Plagiochila","Plagiochila asplenioides","Plagiochila asplenioides","(L.) Dumort."
,"Plagiochila porelloides (Torrey ex Nees) Lindenb.","Plagiochila porelloides (Torr. ex Nees) Lindenb.","2688969","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Plagiochilaceae","Plagiochila","Plagiochila porelloides","Plagiochila porelloides","(Torr. ex Nees) Lindenb."
,"Preissia quadrata (Scop.) Nees","Preissia quadrata (Scop.) Nees","2688576","EXACT","100","SYNONYM","SPECIES","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Marchantiaceae","Marchantia","Marchantia quadrata","Preissia quadrata","(Scop.) Nees"
,"Ptilidium ciliare (L.) Hampe","Ptilidium ciliare (L.) Hampe","2688706","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Ptilidiales","Ptilidiaceae","Ptilidium","Ptilidium ciliare","Ptilidium ciliare","(L.) Hampe"
,"Ptilidium pulcherrimum (Weber) Vainio","Ptilidium pulcherrimum (Weber) Vain.","2688707","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Ptilidiales","Ptilidiaceae","Ptilidium","Ptilidium pulcherrimum","Ptilidium pulcherrimum","(Weber) Vain."
,"Reboulia hemisphaerica (L.) Raddi","Reboulia hemisphaerica (L.) Raddi","2688584","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Aytoniaceae","Reboulia","Reboulia hemisphaerica","Reboulia hemisphaerica","(L.) Raddi"
,"Riccardia chamedryfolia (With.) Grolle","Riccardia chamedryfolia (With.) Grolle","2689533","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Metzgeriales","Aneuraceae","Riccardia","Riccardia chamedryfolia","Riccardia chamedryfolia","(With.) Grolle"
,"Riccardia latifrons (Lindb.) Lindb.","Riccardia latifrons (Lindb.) Lindb.","4277582","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Metzgeriales","Aneuraceae","Riccardia","Riccardia latifrons","Riccardia latifrons","(Lindb.) Lindb."
,"Riccardia multifida (L.) Gray","Riccardia multifida (L.) Gray","2689535","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Metzgeriales","Aneuraceae","Riccardia","Riccardia multifida","Riccardia multifida","(L.) Gray"
,"Riccardia palmata (Hedw.) Carruth.","Riccardia palmata (Hedw.) Carruth.","4277590","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Jungermanniopsida","Metzgeriales","Aneuraceae","Riccardia","Riccardia palmata","Riccardia palmata","(Hedw.) Carruth."
,"Riccia beyrichiana Hampe ex Lehm.","Riccia beyrichiana Hampe ex Lehm.","5286299","EXACT","100","DOUBTFUL","SPECIES","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","Riccia","Riccia beyrichiana","Riccia beyrichiana","Hampe ex Lehm."
,"Riccia canaliculata Hoffm.","Riccia canaliculata Hoffm.","5710075","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","Riccia","Riccia canaliculata","Riccia canaliculata","Hoffm."
,"Riccia crozalsii Levier","Riccia crozalsii Levier","6096601","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","Riccia","Riccia crozalsii","Riccia crozalsii","Levier"
,"Riccia fluitans L.","Riccia fluitans L.","8244689","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","Riccia","Riccia fluitans","Riccia fluitans","L."
,"Riccia glauca L.","Riccia glauca L.","5286298","EXACT","100","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","Riccia","Riccia glauca","Riccia glauca","L."
,"Castor fiber","Castor fiber Linnaeus, 1758","4409131","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Rodentia","Castoridae","Castor","Castor fiber","Castor fiber","Linnaeus, 1758"
,"Cervus elaphus","Cervus elaphus Linnaeus, 1758","2440958","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus","Cervus elaphus","Linnaeus, 1758"
,"Cricetus cricetus","Cricetus cricetus (Linnaeus, 1758)","2438704","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Cricetus","Cricetus cricetus","Cricetus cricetus","(Linnaeus, 1758) "
,"Crocidura leucodon","Crocidura leucodon (Hermann, 1780)","2435723","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Crocidura","Crocidura leucodon","Crocidura leucodon","(Hermann, 1780) "
,"Eliomys quercinus","Eliomys quercinus (Linnaeus, 1766)","2439683","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Rodentia","Gliridae","Eliomys","Eliomys quercinus","Eliomys quercinus","(Linnaeus, 1766) "
,"Eptesicus serotinus","Eptesicus serotinus (Schreber, 1774)","2432359","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Eptesicus","Eptesicus serotinus","Eptesicus serotinus","(Schreber, 1774) "
,"Felis silvestris","Felis silvestris Schreber, 1777","7964291","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis silvestris","Felis silvestris","Schreber, 1777"
,"Halichoerus grypus","Halichoerus grypus (Fabricius, 1791)","2434806","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Halichoerus","Halichoerus grypus","Halichoerus grypus","(Fabricius, 1791) "
,"Lutra lutra","Lutra lutra (Linnaeus, 1758)","2433753","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","Lutra lutra","Lutra lutra","(Linnaeus, 1758) "
,"Martes martes","Martes martes (Linnaeus, 1758)","5218878","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Martes","Martes martes","Martes martes","(Linnaeus, 1758) "
,"Meles meles","Meles meles (Linnaeus, 1758)","2433875","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Meles","Meles meles","Meles meles","(Linnaeus, 1758) "
,"Muscardinus avellanarius","Muscardinus avellanarius (Linnaeus, 1758)","2439658","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Rodentia","Gliridae","Muscardinus","Muscardinus avellanarius","Muscardinus avellanarius","(Linnaeus, 1758) "
,"Mustela erminea","Mustela erminea Linnaeus, 1758","5219019","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela erminea","Mustela erminea","Linnaeus, 1758"
,"Mustela putorius","Mustela putorius Linnaeus, 1758","5218911","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela putorius","Mustela putorius","Linnaeus, 1758"
,"Myotis bechsteinii","Myotis bechsteinii (Kuhl, 1817)","2432427","EXACT","98","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis bechsteinii","Myotis bechsteinii","(Kuhl, 1817) "
,"Myotis dasycneme","Myotis dasycneme (Boie, 1825)","2432452","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis dasycneme","Myotis dasycneme","(Boie, 1825) "
,"Myotis emarginatus (S)","Myotis emarginatus (E.Geoffroy, 1806)","2432470","EXACT","95","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis emarginatus","Myotis emarginatus","(E.Geoffroy, 1806) "
,"Myotis emarginatus (W)","Myotis emarginatus (E.Geoffroy, 1806)","2432470","EXACT","95","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis emarginatus","Myotis emarginatus","(E.Geoffroy, 1806) "
,"Myotis myotis","Myotis myotis (Borkhausen, 1797)","2432416","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis myotis","Myotis myotis","(Borkhausen, 1797) "
,"Neomys fodiens","Neomys fodiens (Pennant, 1771)","2435767","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Neomys","Neomys fodiens","Neomys fodiens","(Pennant, 1771) "
,"Nyctalus leisleri","Nyctalus leisleri (Kuhl, 1817)","5218522","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Nyctalus","Nyctalus leisleri","Nyctalus leisleri","(Kuhl, 1817) "
,"Nyctalus noctula","Nyctalus noctula (Schreber, 1774)","5218524","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Nyctalus","Nyctalus noctula","Nyctalus noctula","(Schreber, 1774) "
,"Phocoena phocoena","Phocoena phocoena (Linnaeus, 1758)","2440669","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Cetacea","Phocoenidae","Phocoena","Phocoena phocoena","Phocoena phocoena","(Linnaeus, 1758) "
,"Plecotus austriacus","Plecotus austriacus (J.Fischer, 1829)","5739437","EXACT","98","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Plecotus","Plecotus austriacus","Plecotus austriacus","(J.Fischer, 1829) "
,"Sorex minutus","Sorex minutus Linnaeus, 1766","7571319","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Sorex","Sorex minutus","Sorex minutus","Linnaeus, 1766"
,"Abietinella abietina (Hedw.) M.Fleisch.","Abietinella abietina Fleischer, 1923","5283402","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Thuidiaceae","Abietinella","Abietinella abietina","Abietinella abietina","Fleischer, 1923"
,"Antitrichia curtipendula (Hedw.) Brid.","Antitrichia curtipendula Bridel, 1819","2678391","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Leucodontales","Leucodontaceae","Antitrichia","Antitrichia curtipendula","Antitrichia curtipendula","Bridel, 1819"
,"Dicranum polysetum Sw. ex anon.","Dicranum polysetum Sw. ex Anon.","8367217","EXACT","100","DOUBTFUL","SPECIES","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","Dicranum","Dicranum polysetum","Dicranum polysetum","Sw. ex Anon."
,"Dicranum spurium Hedw.","Dicranum spurium Hedwig, 1801","2675434","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","Dicranum","Dicranum spurium","Dicranum spurium","Hedwig, 1801"
,"Didymodon acutus (Brid.) K.Saito","Didymodon acutus (Brid.) K.Saito","5711152","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Didymodon","Didymodon acutus","Didymodon acutus","(Brid.) K.Saito"
,"Archidium alternifolium (Hedw.) Mitt.","Archidium alternifolium Mitten, 1851","2673698","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Archidiales","Archidiaceae","Archidium","Archidium alternifolium","Archidium alternifolium","Mitten, 1851"
,"Didymodon nicholsonii Culm.","Didymodon nicholsonii Culmann, 1907","5280214","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Didymodon","Didymodon nicholsonii","Didymodon nicholsonii","Culmann, 1907"
,"Didymodon spadiceus (Mitt.) Limpr.","Didymodon spadiceus Limpricht, 1888","5280304","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Didymodon","Didymodon spadiceus","Didymodon spadiceus","Limpricht, 1888"
,"Ditrichum flexicaule (Schw?<f1>gr.) Hampe s.l.","Ditrichum flexicaule Hampe, 1867","5282360","EXACT","99","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Dicranales","Ditrichaceae","Ditrichum","Ditrichum flexicaule","Ditrichum flexicaule","Hampe, 1867"
,"Ditrichum heteromallum (Hedw.) E.Britton","Ditrichum heteromallum Britton, 1913","5282385","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Dicranales","Ditrichaceae","Ditrichum","Ditrichum heteromallum","Ditrichum heteromallum","Britton, 1913"
,"Atrichum angustatum (Brid.) Bruch & Schimp.","Atrichum angustatum Bruch & W.P.Schimper, 1844","2682949","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Polytrichales","Polytrichaceae","Atrichum","Atrichum angustatum","Atrichum angustatum","Bruch & W.P.Schimper, 1844"
,"Ditrichum lineare (Sw.) Lindb.","Ditrichum lineare Lindberg, 1871","5282343","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Dicranales","Ditrichaceae","Ditrichum","Ditrichum lineare","Ditrichum lineare","Lindberg, 1871"
,"Ditrichum pallidum (Hedw.) Hampe","Ditrichum pallidum Hampe, 1867","5282337","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Dicranales","Ditrichaceae","Ditrichum","Ditrichum pallidum","Ditrichum pallidum","Hampe, 1867"
,"Ditrichum pusillum (Hedw.) Hampe","Ditrichum pusillum Hampe, 1867","5282341","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Dicranales","Ditrichaceae","Ditrichum","Ditrichum pusillum","Ditrichum pusillum","Hampe, 1867"
,"Encalypta streptocarpa Hedw.","Encalypta streptocarpa Hedwig, 1801","5280149","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Pottiales","Encalyptaceae","Encalypta","Encalypta streptocarpa","Encalypta streptocarpa","Hedwig, 1801"
,"Encalypta vulgaris Hedw.","Encalypta vulgaris Hedwig, 1801","5280176","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Pottiales","Encalyptaceae","Encalypta","Encalypta vulgaris","Encalypta vulgaris","Hedwig, 1801"
,"Entodon concinnus (De Not.) Paris","Entodon concinnus Paris, 1904","5283863","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Entodontaceae","Entodon","Entodon concinnus","Entodon concinnus","Paris, 1904"
,"Entosthodon fascicularis (Hedw.) M??ll.Hal","Entosthodon fascicularis C.Müller, 1848","2674045","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Funariales","Funariaceae","Entosthodon","Entosthodon fascicularis","Entosthodon fascicularis","C.Müller, 1848"
,"Entosthodon obtusus (Hedw.) Lindb.","Entosthodon obtusus Lindberg, 1865","2674037","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Funariales","Funariaceae","Entosthodon","Entosthodon obtusus","Entosthodon obtusus","Lindberg, 1865"
,"Ephemerum minutissimum Lindb.","Ephemerum minutissimum Lindb.","5710705","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Ephemerum","Ephemerum minutissimum","Ephemerum minutissimum","Lindb."
,"Ephemerum serratum (Hedw.) Hampe","Ephemerum serratum Hampe, 1837","5281545","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Funariales","Ephemeraceae","Ephemerum","Ephemerum serratum","Ephemerum serratum","Hampe, 1837"
,"Eucladium verticillatum (With.) Bruch & Schimp.","Eucladium verticillatum Bruch & W.P.Schimper, 1846","2671130","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Eucladium","Eucladium verticillatum","Eucladium verticillatum","Bruch & W.P.Schimper, 1846"
,"Fissidens crassipes Wilson ex Bruch & Schimp.","Fissidens crassipes Wilson ex Bruch & W.P.Schimper, 1849","5283046","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Fissidentales","Fissidentaceae","Fissidens","Fissidens crassipes","Fissidens crassipes","Wilson ex Bruch & W.P.Schimper, 1849"
,"Fissidens fontanus (Bach.Pyl.) Steud.","Fissidens fontanus Steudel, 1824","5283137","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Fissidentales","Fissidentaceae","Fissidens","Fissidens fontanus","Fissidens fontanus","Steudel, 1824"
,"Fissidens gracilifolius Brugg.-Nann. & Nyholm","Fissidens gracilifolius Bruggeman-Nannenga & Nyholm, 1986","5283016","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Fissidentales","Fissidentaceae","Fissidens","Fissidens gracilifolius","Fissidens gracilifolius","Bruggeman-Nannenga & Nyholm, 1986"
,"Fissidens osmundoides Hedw.","Fissidens osmundoides Hedwig, 1801","5283206","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Fissidentales","Fissidentaceae","Fissidens","Fissidens osmundoides","Fissidens osmundoides","Hedwig, 1801"
,"Fissidens pusillus (Wilson) Milde","Fissidens pusillus (Wilson) Milde","5710759","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Fissidentales","Fissidentaceae","Fissidens","Fissidens pusillus","Fissidens pusillus","(Wilson) Milde"
,"Fontinalis antipyretica Hedw.","Fontinalis antipyretica Hedwig, 1801","2673408","EXACT","100","DOUBTFUL","SPECIES","Plantae","Bryophyta","Bryopsida","Isobryales","Fontinalaceae","Fontinalis","Fontinalis antipyretica","Fontinalis antipyretica","Hedwig, 1801"
,"Grimmia anodon Bruch & Schimp.","Grimmia anodon Bruch & W.P.Schimper, 1845","5281711","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","Grimmia","Grimmia anodon","Grimmia anodon","Bruch & W.P.Schimper, 1845"
