occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship
,"Grimmia dissimulata E.Maier","Grimmia dissimulata E.Maier, 2002","5281775","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","Grimmia","Grimmia dissimulata","Grimmia dissimulata","E.Maier, 2002"
,"Grimmia laevigata (Brid.) Brid.","Grimmia laevigata Bridel, 1826","5281784","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","Grimmia","Grimmia laevigata","Grimmia laevigata","Bridel, 1826"
,"Grimmia orbicularis Bruch ex Wilson","Grimmia orbicularis Bruch ex Wilson","8311636","EXACT","100","DOUBTFUL","SPECIES","Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","Grimmia","Grimmia orbicularis","Grimmia orbicularis","Bruch ex Wilson"
,"Grimmia ovalis (Hedw.) Lindb.","Grimmia ovalis Lindberg, 1871","5281803","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","Grimmia","Grimmia ovalis","Grimmia ovalis","Lindberg, 1871"
,"Grimmia tergestina Tomm. ex Bruch & Schimp.","Grimmia tergestina Tomm. ex Bruch & Schimp.","7777829","EXACT","100","DOUBTFUL","SPECIES","Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","Grimmia","Grimmia tergestina","Grimmia tergestina","Tomm. ex Bruch & Schimp."
,"Habrodon perpusillus (De Not.) Lindb.","Habrodon perpusillus Lindberg, 1863","2681316","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Leskeaceae","Habrodon","Habrodon perpusillus","Habrodon perpusillus","Lindberg, 1863"
,"Hamatocaulis vernicosus (Mitt.) Heden?<f1>s","Hamatocaulis vernicosus Hedenäs, 1989","2681714","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae","Hamatocaulis","Hamatocaulis vernicosus","Hamatocaulis vernicosus","Hedenäs, 1989"
,"Hedwigia ciliata (Hedw.) P.Beauv.","Hedwigia ciliata Palisot de Beauvois, 1805","5282914","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Leucodontales","Hedwigiaceae","Hedwigia","Hedwigia ciliata","Hedwigia ciliata","Palisot de Beauvois, 1805"
,"Hennediella heimii (Hedw.) R.H.Zander","Hennediella heimii Zander, 1993","2670762","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Hennediella","Hennediella heimii","Hennediella heimii","Zander, 1993"
,"Hookeria lucens (Hedw.) Sm.","Hookeria lucens Smith, 1808","5280020","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hookeriales","Hookeriaceae","Hookeria","Hookeria lucens","Hookeria lucens","Smith, 1808"
,"Hygroamblystegium fluviatile (Hedw.) Loeske","Hygroamblystegium fluviatile Loeske, 1903","2681736","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae","Hygroamblystegium","Hygroamblystegium fluviatile","Hygroamblystegium fluviatile","Loeske, 1903"
,"Hygroamblystegium tenax (Hedw.) Jenn.","Hygroamblystegium tenax Jennings, 1913","2681735","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae","Hygroamblystegium","Hygroamblystegium tenax","Hygroamblystegium tenax","Jennings, 1913"
,"Hypnum imponens Hedw.","Hypnum imponens Hedwig, 1801","2681995","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Hypnaceae","Hypnum","Hypnum imponens","Hypnum imponens","Hedwig, 1801"
,"Hypnum pallescens (Hedw.) P.Beauv.","Hypnum pallescens Palisot de Beauvois, 1805","2682012","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Hypnaceae","Hypnum","Hypnum pallescens","Hypnum pallescens","Palisot de Beauvois, 1805"
,"Leptobarbula berica (De Not.) Schimp.","Leptobarbula berica W.P.Schimper, 1876","2671124","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Leptobarbula","Leptobarbula berica","Leptobarbula berica","W.P.Schimper, 1876"
,"Leptodon smithii (Hedw.) F.Weber & D.Mohr","Leptodon smithii Weber & D.Mohr, 1803","5282898","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Leucodontales","Leptodontaceae","Leptodon","Leptodon smithii","Leptodon smithii","Weber & D.Mohr, 1803"
,"Leptodontium flexifolium (Dicks.) Hampe","Leptodontium flexifolium Hampe, 1864","5280722","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Leptodontium","Leptodontium flexifolium","Leptodontium flexifolium","Hampe, 1864"
,"Leptodontium gemmascens (Mitt.) Braithw.","Leptodontium gemmascens Braithwaite, 1887","5280724","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Leptodontium","Leptodontium gemmascens","Leptodontium gemmascens","Braithwaite, 1887"
,"Bartramia pomiformis Hedw.","Bartramia pomiformis Hedwig, 1801","5282468","EXACT","100","DOUBTFUL","SPECIES","Plantae","Bryophyta","Bryopsida","Bryales","Bartramiaceae","Bartramia","Bartramia pomiformis","Bartramia pomiformis","Hedwig, 1801"
,"Loeskeobryum brevirostre (Brid.) M.Fleisch.","Loeskeobryum brevirostre Fleischer, 1925","2679701","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Hylocomiaceae","Loeskeobryum","Loeskeobryum brevirostre","Loeskeobryum brevirostre","Fleischer, 1925"
,"Microbryum curvicollum (Hedw.) R.H.Zander","Microbryum curvicollum (Hedw.) R.H.Zander","7827922","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Microbryum","Microbryum curvicollum","Microbryum curvicollum","(Hedw.) R.H.Zander"
,"Microbryum davallianum (Sm.) R.H.Zander","Microbryum davallianum Zander, 1993","2671418","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Microbryum","Microbryum davallianum","Microbryum davallianum","Zander, 1993"
,"Microbryum floerkeanum (F.Weber & D.Mohr) Schimp.","Microbryum floerkeanum W.P.Schimper, 1860","2671430","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Microbryum","Microbryum floerkeanum","Microbryum floerkeanum","W.P.Schimper, 1860"
,"Micromitrium tenerum (Bruch & Schimp.) Crosby","Micromitrium tenerum Crosby, 1968","5281519","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Funariales","Ephemeraceae","Micromitrium","Micromitrium tenerum","Micromitrium tenerum","Crosby, 1968"
,"Mnium marginatum (Dicks.) P.Beauv.","Mnium marginatum Palisot de Beauvois, 1805","5282706","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Bryales","Mniaceae","Mnium","Mnium marginatum","Mnium marginatum","Palisot de Beauvois, 1805"
,"Acaulon muticum (Hedw.) M??ll.Hal.","Acaulon muticum C.Müller, 1847","7941056","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Acaulon","Acaulon muticum","Acaulon muticum","C.Müller, 1847"
,"Mnium stellare Hedw.","Mnium stellare Reichard ex Hedwig, 1801","5282686","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Bryales","Mniaceae","Mnium","Mnium stellare","Mnium stellare","Reichard ex Hedwig, 1801"
,"Neckera crispa Hedw.","Neckera crispa Hedwig, 1801","2678545","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Leucodontales","Neckeraceae","Neckera","Neckera crispa","Neckera crispa","Hedwig, 1801"
,"Neckera pumila Hedw.","Neckera pumila Hedwig, 1801","2678567","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Leucodontales","Neckeraceae","Neckera","Neckera pumila","Neckera pumila","Hedwig, 1801"
,"Oligotrichum hercynicum (Hedw.) Lam. & DC.","Oligotrichum hercynicum Lamarck & A.P.de Candolle, 1805","2683049","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Polytrichales","Polytrichaceae","Oligotrichum","Oligotrichum hercynicum","Oligotrichum hercynicum","Lamarck & A.P.de Candolle, 1805"
,"Orthotrichum acuminatum Philib.","Orthotrichum acuminatum Philibert, 1881","2672674","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","Orthotrichum","Orthotrichum acuminatum","Orthotrichum acuminatum","Philibert, 1881"
,"Orthotrichum consimile Mitt.","Orthotrichum consimile Mitten, 1864","2672761","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","Orthotrichum","Orthotrichum consimile","Orthotrichum consimile","Mitten, 1864"
,"Orthotrichum ibericum F.Lara & Mazimpaka","Orthotrichum ibericum F.Lara & Mazimpaka, 1993","2672671","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","Orthotrichum","Orthotrichum ibericum","Orthotrichum ibericum","F.Lara & Mazimpaka, 1993"
,"Orthotrichum rogeri Brid.","Orthotrichum rogeri Bridel, 1812","2672681","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","Orthotrichum","Orthotrichum rogeri","Orthotrichum rogeri","Bridel, 1812"
,"Brachythecium glareosum (Bruch ex Spruce) Schimp.","Brachythecium glareosum W.P.Schimper, 1853","2680019","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae","Brachythecium","Brachythecium glareosum","Brachythecium glareosum","W.P.Schimper, 1853"
,"Orthotrichum rupestre Schleich. ex Schw?<f1>gr.","Orthotrichum rupestre Schleicher ex Schwaegrichen, 1816","2672669","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","Orthotrichum","Orthotrichum rupestre","Orthotrichum rupestre","Schleicher ex Schwaegrichen, 1816"
,"Orthotrichum scanicum Gr?<c2>nvall","Orthotrichum scanicum Grönvall, 1885","2672644","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","Orthotrichum","Orthotrichum scanicum","Orthotrichum scanicum","Grönvall, 1885"
,"Orthotrichum sprucei Mont.","Orthotrichum sprucei Montagne, 1845","2672751","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","Orthotrichum","Orthotrichum sprucei","Orthotrichum sprucei","Montagne, 1845"
,"Oxyrrhynchium schleicheri (R.Hedw.) R?<c2>ll","Oxyrrhynchium schleicheri (R.Hedw.) Röll","7404708","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae","Oxyrrhynchium","Oxyrrhynchium schleicheri","Oxyrrhynchium schleicheri","(R.Hedw.) Röll"
,"Palustriella commutata (Hedw.) Ochyra s.l.","Palustriella commutata Ochyra, 1989","2681729","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae","Palustriella","Palustriella commutata","Palustriella commutata","Ochyra, 1989"
,"Philonotis arnellii Husn.","Philonotis arnellii Husnot, 1890","2676211","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Bryales","Bartramiaceae","Philonotis","Philonotis arnellii","Philonotis arnellii","Husnot, 1890"
,"Philonotis caespitosa Jur.","Philonotis caespitosa Jur.","4280334","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Bryales","Bartramiaceae","Philonotis","Philonotis caespitosa","Philonotis caespitosa","Jur."
,"Philonotis calcarea (Bruch & Schimp.) Schimp.","Philonotis calcarea W.P.Schimper, 1856","2676091","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Bryales","Bartramiaceae","Philonotis","Philonotis calcarea","Philonotis calcarea","W.P.Schimper, 1856"
,"Philonotis marchica (Hedw.) Brid.","Philonotis marchica Bridel, 1827","2676079","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Bryales","Bartramiaceae","Philonotis","Philonotis marchica","Philonotis marchica","Bridel, 1827"
,"Physcomitrella patens (Hedw.) Bruch & Schimp.","Physcomitrella patens Bruch & W.P.Schimper, 1849","2674024","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Funariales","Funariaceae","Physcomitrella","Physcomitrella patens","Physcomitrella patens","Bruch & W.P.Schimper, 1849"
,"Physcomitrium eurystomum Sendtn.","Physcomitrium eurystomum Sendtner, 1841","2673966","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Funariales","Funariaceae","Physcomitrium","Physcomitrium eurystomum","Physcomitrium eurystomum","Sendtner, 1841"
,"Physcomitrium pyriforme (Hedw.) Bruch & Schimp.","Physcomitrium pyriforme (Hedw.) Bruch & Schimp.","8210228","EXACT","100","DOUBTFUL","SPECIES","Plantae","Bryophyta","Bryopsida","Funariales","Funariaceae","Physcomitrium","Physcomitrium pyriforme","Physcomitrium pyriforme","(Hedw.) Bruch & Schimp."
,"Physcomitrium sphaericum (C.F.Ludw. ex Schkuhr) Brid.","Physcomitrium sphaericum (C.F.Ludw. ex Schkuhr) Brid.","7494618","EXACT","100","DOUBTFUL","SPECIES","Plantae","Bryophyta","Bryopsida","Funariales","Funariaceae","Physcomitrium","Physcomitrium sphaericum","Physcomitrium sphaericum","(C.F.Ludw. ex Schkuhr) Brid."
,"Plagiomnium cuspidatum (Hedw.) T.J.Kop.","Plagiomnium cuspidatum T.Koponen, 1968","2677629","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Bryales","Mniaceae","Plagiomnium","Plagiomnium cuspidatum","Plagiomnium cuspidatum","T.Koponen, 1968"
,"Plagiothecium cavifolium (Brid.) Z.Iwats.","Plagiothecium cavifolium Iwatsuki, 1970","5283487","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Plagiotheciaceae","Plagiothecium","Plagiothecium cavifolium","Plagiothecium cavifolium","Iwatsuki, 1970"
,"Plagiothecium latebricola Schimp.","Plagiothecium latebricola W.P.Schimper, 1851","5283476","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Plagiotheciaceae","Plagiothecium","Plagiothecium latebricola","Plagiothecium latebricola","W.P.Schimper, 1851"
,"Plagiothecium nemorale (Mitt.) A.Jaeger","Plagiothecium nemorale Jaeger, 1878","5283457","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Plagiotheciaceae","Plagiothecium","Plagiothecium nemorale","Plagiothecium nemorale","Jaeger, 1878"
,"Plasteurhynchium striatulum (Spruce) M.Fleisch.","Plasteurhynchium striatulum (Spruce) M.Fleisch.","8367130","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae","Plasteurhynchium","Plasteurhynchium striatulum","Plasteurhynchium striatulum","(Spruce) M.Fleisch."
,"Pleuridium acuminatum Lindb.","Pleuridium acuminatum Lindberg, 1863","2675875","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Dicranales","Ditrichaceae","Pleuridium","Pleuridium acuminatum","Pleuridium acuminatum","Lindberg, 1863"
,"Pleurochaete squarrosa (Brid.) Lindb.","Pleurochaete squarrosa Lindberg, 1864","2671792","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Pleurochaete","Pleurochaete squarrosa","Pleurochaete squarrosa","Lindberg, 1864"
,"Pogonatum nanum (Hedw.) P.Beauv.","Pogonatum nanum Palisot de Beauvois, 1805","2682983","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Polytrichales","Polytrichaceae","Pogonatum","Pogonatum nanum","Pogonatum nanum","Palisot de Beauvois, 1805"
,"Pogonatum urnigerum (Hedw.) P.Beauv.","Pogonatum urnigerum Palisot de Beauvois, 1805","2682986","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Polytrichales","Polytrichaceae","Pogonatum","Pogonatum urnigerum","Pogonatum urnigerum","Palisot de Beauvois, 1805"
,"Pohlia annotina (Hedw.) Lindb.","Pohlia annotina Lindberg, 1879","5282639","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae","Pohlia","Pohlia annotina","Pohlia annotina","Lindberg, 1879"
,"Pohlia bulbifera (Warnst.) Warnst.","Pohlia bulbifera Warnstorf, 1904","5282611","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae","Pohlia","Pohlia bulbifera","Pohlia bulbifera","Warnstorf, 1904"
,"Pohlia camptotrachela (Renauld & Cardot) Broth.","Pohlia camptotrachela Brotherus, 1903","5282589","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae","Pohlia","Pohlia camptotrachela","Pohlia camptotrachela","Brotherus, 1903"
,"Pohlia lescuriana (Sull.) Ochi","Pohlia lescuriana Ochi, 1968","5282669","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae","Pohlia","Pohlia lescuriana","Pohlia lescuriana","Ochi, 1968"
,"Bryoerythrophyllum ferruginascens (Stirt.) Giacom.","Bryoerythrophyllum ferruginascens Giacomini, 1947","2670505","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Bryoerythrophyllum","Bryoerythrophyllum ferruginascens","Bryoerythrophyllum ferruginascens","Giacomini, 1947"
,"Pohlia lutescens (Limpr.) H.Lindb.","Pohlia lutescens H.Lindberg, 1899","5282547","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae","Pohlia","Pohlia lutescens","Pohlia lutescens","H.Lindberg, 1899"
,"Polytrichum strictum Menzies ex Brid.","Polytrichum strictum Menzies ex Bridel, 1801","2683060","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Polytrichales","Polytrichaceae","Polytrichum","Polytrichum strictum","Polytrichum strictum","Menzies ex Bridel, 1801"
,"Pseudephemerum nitidum (Hedw.) Loeske","Pseudephemerum nitidum (Hedw.) Loeske","7637750","EXACT","100","DOUBTFUL","SPECIES","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","Pseudephemerum","Pseudephemerum nitidum","Pseudephemerum nitidum","(Hedw.) Loeske"
,"Pseudobryum cinclidioides (Huebener) T.J.Kop.","Pseudobryum cinclidioides T.Koponen, 1968","2677613","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Bryales","Mniaceae","Pseudobryum","Pseudobryum cinclidioides","Pseudobryum cinclidioides","T.Koponen, 1968"
,"Pseudocalliergon lycopodioides (Brid.) Heden?<f1>s","Pseudocalliergon lycopodioides Hedenäs, 1990","2681661","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae","Pseudocalliergon","Pseudocalliergon lycopodioides","Pseudocalliergon lycopodioides","Hedenäs, 1990"
,"Pterigynandrum filiforme Hedw.","Pterigynandrum filiforme Hedwig, 1801","2681749","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Pterigynandraceae","Pterigynandrum","Pterigynandrum filiforme","Pterigynandrum filiforme","Hedwig, 1801"
,"Pterygoneurum ovatum (Hedw.) Dixon","Pterygoneurum ovatum Dixon, 1934","2671552","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Pterygoneurum","Pterygoneurum ovatum","Pterygoneurum ovatum","Dixon, 1934"
,"Ptilium crista-castrensis (Hedw.) De Not.","Ptilium crista-castrensis De Notaris, 1867","5283780","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Hypnaceae","Ptilium","Ptilium crista-castrensis","Ptilium crista-castrensis","De Notaris, 1867"
,"Racomitrium aciculare (Hedw.) Brid.","Racomitrium aciculare Bridel, 1819","2674289","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","Racomitrium","Racomitrium aciculare","Racomitrium aciculare","Bridel, 1819"
,"Racomitrium canescens (Hedw.) Brid. s.l.","Racomitrium canescens Bridel, 1819","2674333","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","Racomitrium","Racomitrium canescens","Racomitrium canescens","Bridel, 1819"
,"Racomitrium heterostichum (Hedw.) Brid.","Racomitrium heterostichum Bridel, 1819","2674275","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","Racomitrium","Racomitrium heterostichum","Racomitrium heterostichum","Bridel, 1819"
,"Racomitrium lanuginosum (Hedw.) Brid.","Racomitrium lanuginosum Bridel, 1819","2673622","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","Racomitrium","Racomitrium lanuginosum","Racomitrium lanuginosum","Bridel, 1819"
,"Rhodobryum roseum (Hedw.) Limpr.","Rhodobryum roseum Limpricht, 1892","5282529","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae","Rhodobryum","Rhodobryum roseum","Rhodobryum roseum","Limpricht, 1892"
,"Rhynchostegiella curviseta (Brid.) Limpr.","Rhynchostegiella curviseta Limpricht, 1896","2679789","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae","Rhynchostegiella","Rhynchostegiella curviseta","Rhynchostegiella curviseta","Limpricht, 1896"
,"Aloina aloides (Koch ex Schultz) Kindb.","Aloina aloides Kindberg, 1883","2671385","EXACT","100","DOUBTFUL","SPECIES","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Aloina","Aloina aloides","Aloina aloides","Kindberg, 1883"
,"Rhynchostegiella teneriffae (Mont.) Dirkse & Bouman","Rhynchostegiella teneriffae (Mont.) Dirkse & Bouman","2679813","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae","Rhynchostegiella","Rhynchostegiella teneriffae","Rhynchostegiella teneriffae","(Mont.) Dirkse & Bouman"
,"Rhytidium rugosum (Hedw.) Kindb.","Rhytidium rugosum Kindberg, 1883","2679713","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Hylocomiaceae","Rhytidium","Rhytidium rugosum","Rhytidium rugosum","Kindberg, 1883"
,"Bryum archangelicum Bruch & Schimp.","Bryum archangelicum Bruch & W.P.Schimper, 1846","2676689","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae","Bryum","Bryum archangelicum","Bryum archangelicum","Bruch & W.P.Schimper, 1846"
,"Schistidium rivulare (Brid.) Podp.","Schistidium rivulare (Brid.) Podp., 1911","5281691","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","Schistidium","Schistidium rivulare","Schistidium rivulare","(Brid.) Podp., 1911"
,"Sciuro-hypnum plumosum (Hedw.) Ignatov & Huttunen","Sciuro-hypnum plumosum (Hedw.) Ignatov & Huttunen","8399643","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae","Sciuro-hypnum","Sciuro-hypnum plumosum","Sciuro-hypnum plumosum","(Hedw.) Ignatov & Huttunen"
,"Scleropodium cespitans (Wilson ex M??ll.Hal.) L.F.Koch.","Scleropodium cespitans L.F.Koch, 1950","2679837","EXACT","99","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae","Scleropodium","Scleropodium cespitans","Scleropodium cespitans","L.F.Koch, 1950"
,"Scorpidium cossonii (Schimp.) Heden?<f1>s","Scorpidium cossonii Hedenäs, 1989","2681639","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae","Scorpidium","Scorpidium cossonii","Scorpidium cossonii","Hedenäs, 1989"
,"Scorpidium revolvens (Sw. ex anon.) Rubers","Scorpidium revolvens Rubers, 1989","2681640","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae","Scorpidium","Scorpidium revolvens","Scorpidium revolvens","Rubers, 1989"
,"Scorpidium scorpioides (Hedw.) Limpr.","Scorpidium scorpioides Limpricht, 1899","2681641","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae","Scorpidium","Scorpidium scorpioides","Scorpidium scorpioides","Limpricht, 1899"
,"Seligeria calcarea (Hedw.) Bruch & Schimp.","Seligeria calcarea Bruch & W.P.Schimper, 1849","2670132","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Seligerales","Seligeriaceae","Seligeria","Seligeria calcarea","Seligeria calcarea","Bruch & W.P.Schimper, 1849"
,"Sphagnum angustifolium (C.E.O.Jensen ex Russow) C.E.O.Jensen","Sphagnum angustifolium C.E.O.Jensen, 1896","2668960","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae","Sphagnum","Sphagnum angustifolium","Sphagnum angustifolium","C.E.O.Jensen, 1896"
,"Sphagnum capillifolium (Ehrh.) Hedw.","Sphagnum capillifolium Hedwig, 1782","8227194","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae","Sphagnum","Sphagnum capillifolium","Sphagnum capillifolium","Hedwig, 1782"
,"Sphagnum contortum Schultz","Sphagnum contortum Schultz, 1819","2669208","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae","Sphagnum","Sphagnum contortum","Sphagnum contortum","Schultz, 1819"
,"Sphagnum magellanicum Brid.","Sphagnum magellanicum Bridel, 1798","2669001","EXACT","100","ACCEPTED","SPECIES","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae","Sphagnum","Sphagnum magellanicum","Sphagnum magellanicum","Bridel, 1798"
